name,stance,height_in,weight_lb,reach_in,date_of_birth,record,source_url
Al Iaquinta,Orthodox,,,70.0,,,
Mike Perry,Orthodox,,,71.0,,,
Myles Jury,Orthodox,,,73.0,,,
Adriano Martins,Southpaw,,,72.0,,,
Dennis Siver,Orthodox,,,70.0,,,
Paul Kelly,Orthodox,,,70.0,,,
Chris Horodecki,Orthodox,,,69.0,,,
Kenneth Alexander,Orthodox,,,,,,
Sergio Moraes,Orthodox,,,72.0,,,
CJ Vergara,Orthodox,,,68.0,,,
Daniel Lacerda,Switch,,,70.0,,,
Ansar Chalangov,Orthodox,,,,,,
Josh Koscheck,Orthodox,,,73.0,,,
Alex Chambers,Southpaw,,,63.0,,,
Livinha Souza,Orthodox,,,63.0,,,
Nadia Kassem,Southpaw,,,66.0,,,
Paige VanZant,Orthodox,,,65.0,,,
Kailin Curran,Orthodox,,,65.0,,,
Aisling Daly,Orthodox,,,64.0,,,
Paddy Pimblett,Orthodox,,,73.0,,,
Salvador Woods,Orthodox,,,,,,
Chelsea Chandler,Southpaw,,,68.0,,,
Yana Santos,Orthodox,,,68.0,,,
Norma Dumont,Orthodox,,,67.0,,,
Eduardo Chapolin,Orthodox,,,67.0,,,
An Tuan Ho,Switch,,,66.0,,,
Donnie Chappell,Southpaw,,,,,,
Tony Fryklund,Orthodox,,,,,,
Kevin Rosier,Orthodox,,,,,,
Morgan Charriere,Orthodox,,,69.0,,,
Melquizael Costa,Southpaw,,,71.0,,,
Gabriel Miranda,Orthodox,,,71.0,,,
Chepe Mariscal,Orthodox,,,69.0,,,
Manolo Zecchini,Orthodox,,,68.0,,,
Jeisla Chaves,Orthodox,,,68.0,,,
Sofia Montenegro,Orthodox,,,67.0,,,
Ricardo Ramos,Orthodox,,,72.0,,,
Jared Gordon,Orthodox,,,68.0,,,
Albert Cheng,Orthodox,,,,,,
Anying Wang,Orthodox,,,,,,
Mark Cherico,Orthodox,,,69.0,,,
Ketlen Vieira,Orthodox,,,68.0,,,
Raquel Pennington,Orthodox,,,67.0,,,
Shanna Young,Orthodox,,,65.0,,,
Mitch Clarke,Orthodox,,,73.0,,,
Colton Smith,Orthodox,,,71.0,,,
Anton Kuivanen,Orthodox,,,72.0,,,
Kevin Vallejos,Switch,,,68.0,,,
Jamey Simmons,Orthodox,,,70.0,,,
Irwin Rivera,Southpaw,,,67.0,,,
Rhys McKee,Orthodox,,,78.0,,,
Sako Chivitchian,Orthodox,,,,,,
Kyle Watson,Southpaw,,,,,,
Mu Bae Choi,Orthodox,,,,,,
Paulo Cesar Silva,Orthodox,,,,,,
Yoshihisa Yamamoto,Southpaw,,,,,,
Yusuke Imamura,Orthodox,,,,,,
Dooho Choi,Orthodox,,,70.0,,,
Juan Manuel Puig,Orthodox,,,,,,
Steve Garcia,Southpaw,,,75.0,,,
Jarno Errens,Orthodox,,,73.0,,,
Michael Trizano,Orthodox,,,71.0,,,
Suman Mokhtarian,Orthodox,,,72.0,,,
Gavin Tucker,Southpaw,,,66.0,,,
SeungGuk Choi,Orthodox,,,64.0,,,
Jiniushiyue,Southpaw,,,68.0,,,
Sumit Kumar,Orthodox,,,66.0,,,
Qiu Lun,Southpaw,,,66.0,,,
Rama Supandhi,Southpaw,,,66.0,,,
Mark Choinski,Orthodox,,,69.0,,,
MarQuel Mederos,Orthodox,,,69.0,,,
Gleison Tibau,Southpaw,,,71.0,,,
Marc Stevens,Orthodox,,,,,,
Andrews Nakahara,Orthodox,,,,,,
Antonio Schembri,Orthodox,,,,,,
Carlos Newton,Orthodox,,,,,,
Will Chope,Switch,,,,,,
Cody Chovancek,Switch,,,67.0,,,
Raphael Uchegbu,Orthodox,,,73.0,,,
Bojan Mihajlovic,Orthodox,,,73.0,,,
Henrique da Silva,Orthodox,,,76.0,,,
Kevin Christian,Orthodox,,,80.0,,,
Francesco Mazzeo,Orthodox,,,75.0,,,
Dan Christison,Orthodox,,,,,,
Brad Imes,Orthodox,,,,,,
Anthony Christodoulou,Orthodox,,,,,,
Scott Holtzman,Orthodox,,,69.0,,,
Murad Chunkaiev,Orthodox,,,,,,
Mike Ciesnolevicz,Orthodox,,,,,,
Neil Grove,Orthodox,,,,,,
Mallory Martin,Orthodox,,,63.0,,,
Mariya Agapova,Southpaw,,,68.0,,,
Mackenzie Dern,Orthodox,,,63.0,,,
Jodie Esquibel,Orthodox,,,64.0,,,
Polyana Viana,Orthodox,,,67.0,,,
Branko Cikatic,Orthodox,,,,,,
Maurice Smith,Orthodox,,,,,,
Nikolajus Cilkinas,Orthodox,,,,,,
Misha Cirkunov,Orthodox,,,77.0,,,
Alex Nicholson,Orthodox,,,77.0,,,
Daniel Jolly,Orthodox,,,75.0,,,
Frank Trigg,Southpaw,,,71.0,,,
Fabiano Iha,Orthodox,,,,,,
Koji Oishi,Orthodox,,,,,,
Josh Stuart,Orthodox,,,,,,
Scott Harper,Orthodox,,,,,,
Dominic Clark,Orthodox,,,,,,
David Douglas,Orthodox,,,,,,
Heather Clark,Orthodox,,,64.0,,,
Bec Rawlings,Orthodox,,,64.0,,,
Da Woon Jung,Orthodox,,,78.0,,,
Azamat Murzakanov,Southpaw,,,71.0,,,
Dequan Townsend,Orthodox,,,79.0,,,
Darko Stosic,Orthodox,,,76.0,,,
Mike Rodriguez,Southpaw,,,82.0,,,
Josh Stansbury,Orthodox,,,74.0,,,
Jessica-Rose Clark,Orthodox,,,64.0,,,
Tainara Lisboa,Orthodox,,,67.0,,,
Shannon Clark,Orthodox,,,64.0,,,
Yuneisy Duben,Orthodox,,,65.0,,,
John Clarke,Orthodox,,,,,,
Alex White,Southpaw,,,71.0,,,
Joe Duffy,Orthodox,,,73.0,,,
John Maguire,Southpaw,,,69.0,,,
Sam Stout,Orthodox,,,70.0,,,
Din Thomas,Orthodox,,,,,,
Chris Clements,Orthodox,,,70.0,,,
Nordine Taleb,Orthodox,,,74.0,,,
Vik Grujic,Orthodox,,,73.0,,,
RJ Clifford,Orthodox,,,,,,
Jeremy Umphries,Orthodox,,,,,,
Mark Climaco,Southpaw,,,65.0,,,
Rei Tsuruya,Orthodox,,,68.0,,,
JungHyun Lee,Orthodox,,,65.0,,,
Josh Clopton,Orthodox,,,,,,
Brian Cobb,Orthodox,,,,,,
Darryl Cobb,Orthodox,,,,,,
Booker DeRousse,Orthodox,,,,,,
Gary Tapusoa,Orthodox,,,,,,
Marloes Coenen,Orthodox,,,67.0,,,
Fiona Muxlow,Orthodox,,,,,,
Marc Cofer,Orthodox,,,,,,
Mitch Whitesel,Orthodox,,,,,,
John Cofer,Southpaw,,,,,,
Mike Rio,Orthodox,,,70.0,,,
Justin Lawrence,Orthodox,,,67.0,,,
Felipe Colares,Orthodox,,,69.0,,,
Domingo Pilarte,Southpaw,,,73.0,,,
Geraldo de Freitas,Orthodox,,,72.0,,,
Devin Cole,Orthodox,,,,,,
Gabriel Salinas-Jones,Orthodox,,,,,,
Daniel Cormier,Orthodox,,,72.0,,,
Coltin Cole,Orthodox,,,,,,
Chandler Cole,Orthodox,,,72.0,,,
Thomas Petersen,Southpaw,,,74.0,,,
Milco Voorn,Orthodox,,,,,,
Allan Goes,Orthodox,,,,,,
Kazuyuki Fujita,Orthodox,,,,,,
Masaaki Satake,Orthodox,,,,,,
Ricardo Morais,Orthodox,,,,,,
Nobuhiko Takada,Southpaw,,,,,,
Pete Williams,Orthodox,,,,,,
Julian Sanchez,Orthodox,,,,,,
Moti Horenstein,Orthodox,,,,,,
Cortez Coleman,Orthodox,,,,,,
Tiffany Masters,Orthodox,,,65.0,,,
Mohammed Usman,Orthodox,,,79.0,,,
Marcel Fortuna,Orthodox,,,74.0,,,
Alberto Uda,Orthodox,,,,,,
Ricardo Abreu,Orthodox,,,,,,
Christian Colombo,Orthodox,,,,,,
Jarjis Danho,Orthodox,,,74.0,,,
Wes Combs,Orthodox,,,,,,
Rose Conceicao,Orthodox,,,65.0,,,
Alexia Thainara,Orthodox,,,67.0,,,
Roque Conceicao,Orthodox,,,67.0,,,
Imanol Rodriguez,Orthodox,,,64.0,,,
Dan Hardy,Orthodox,,,74.0,,,
Rory MacDonald,Orthodox,,,76.0,,,
Kyle Jensen,Orthodox,,,,,,
Jake Shields,Orthodox,,,72.0,,,
Chris Condo,Orthodox,,,,,,
Ron Waterman,Orthodox,,,,,,
Jack Congdon,Switch,,,75.0,,,
Jean-Paul Lebosnoyani,Switch,,,72.0,,,
Tristan Connelly,Orthodox,,,68.0,,,
Michel Pereira,Orthodox,,,73.0,,,
Marcos Conrado Jr.,Orthodox,,,,,,
Jeremiah Constant,Orthodox,,,,,,
Bob Cook,Orthodox,,,,,,
Mike Cook,Orthodox,,,,,,
Daniel Puder,Orthodox,,,,,,
Chad Cook,Orthodox,,,,,,
Artenus Young,Orthodox,,,,,,
TJ Cook,Orthodox,,,,,,
Lionel Lanham,Orthodox,,,,,,
Dewey Cooper,Orthodox,,,,,,
Adam Smith,Orthodox,,,,,,
Brett Cooper,Orthodox,,,,,,
Patrick Speight,Orthodox,,,,,,
Bill Cooper,Orthodox,,,,,,
Matt Ricehouse,Orthodox,,,,,,
Maka Watson,Orthodox,,,,,,
Ashley Yoder,Southpaw,,,69.0,,,
Angela Magana,Orthodox,,,65.0,,,
Anna Elmose,Orthodox,,,,,,
Kit Cope,Orthodox,,,,,,
Kenny Florian,Southpaw,,,74.0,,,
Che Mills,Orthodox,,,76.0,,,
Chuck O'Neil,Orthodox,,,,,,
Ron Keslar,Orthodox,,,,,,
Josh Copeland,Orthodox,,,,,,
Jared Rosholt,Orthodox,,,75.0,,,
Ruslan Magomedov,Orthodox,,,78.0,,,
Michael Cora,Southpaw,,,77.0,,,
Sidney Outlaw,Orthodox,,,74.0,,,
Robert Peralta,Orthodox,,,71.0,,,
Muhsin Corbbrey,Orthodox,,,,,,
Zachary Micklewright,Southpaw,,,74.0,,,
Nick Diaz,Southpaw,,,76.0,,,
Alden Coria,Orthodox,,,67.0,,,
Dion Staring,Orthodox,,,,,,
Jason Riley,Orthodox,,,,,,
Gary Frazier,Orthodox,,,,,,
Karol Rosa,Orthodox,,,67.0,,,
Hailey Cowan,Southpaw,,,67.0,,,
Melissa Mullins,Orthodox,,,68.0,,,
Clint Coronel,Orthodox,,,,,,
Alex Crispin,Orthodox,,,,,,
Juan Miranda,Orthodox,,,,,,
Jessamyn Duke,Orthodox,,,73.0,,,
Sean Alvarez,Orthodox,,,,,,
Tim Sylvia,Orthodox,,,80.0,,,
Ante Delija,Orthodox,,,78.0,,,
Robelis Despaigne,Orthodox,,,84.0,,,
Danilo Suzart,Orthodox,,,,,,
Melissa Gatto,Orthodox,,,69.0,,,
Justine Kish,Orthodox,,,64.0,,,
Vanessa Melo,Orthodox,,,65.0,,,
Reyes Cortez Jr.,Orthodox,,,68.0,,,
Louis Cosce,Orthodox,,,71.0,,,
Orion Cosce,Switch,,,71.0,,,
Blood Diamond,Switch,,,76.0,,,
Phil Rowe,Orthodox,,,80.0,,,
Matt Dixon,Switch,,,75.0,,,
Miguel Cosio,Orthodox,,,,,,
Jadson Costa,Orthodox,,,,,,
Roman Kopylov,Southpaw,,,75.0,,,
Tony Kelley,Switch,,,70.0,,,
Adrian Yanez,Orthodox,,,70.0,,,
Journey Newson,Orthodox,,,67.0,,,
Boston Salmon,Southpaw,,,69.0,,,
Steve Erceg,Orthodox,,,68.0,,,
Jimmy Flick,Orthodox,,,68.0,,,
Amir Albazi,Orthodox,,,68.0,,,
Juan Andres Luna,Orthodox,,,72.0,,,
Austin Lingo,Orthodox,,,70.0,,,
Thiago Moises,Orthodox,,,70.0,,,
Vitor Costa,Orthodox,,,75.0,,,
Damian Pinas,Orthodox,,,79.0,,,
Oscar Cota,Orthodox,,,72.0,,,
Alessio Sakara,Orthodox,,,72.0,,,
Drew McFedries,Southpaw,,,72.0,,,
Scott Smith,Orthodox,,,70.0,,,
Joe Doerksen,Orthodox,,,75.0,,,
Bill Mahood,Orthodox,,,,,,
Steve Vigneault,Orthodox,,,,,,
JC Cottrell,Orthodox,,,,,,
Jason Gonzalez,Southpaw,,,74.0,,,
JR Coughran,Orthodox,,,,,,
Alex Gilpin,Orthodox,,,,,,
Rashad Coulter,Orthodox,,,76.0,,,
Chris de la Rocha,Orthodox,,,80.0,,,
Dave Courchaine,Orthodox,,,,,,
Nathan Coy,Southpaw,,,69.0,,,
James Toney,Orthodox,,,,,,
Brandon Vera,Orthodox,,,78.0,,,
Mike van Arsdale,Switch,,,,,,
Enson Inoue,Orthodox,,,,,,
Tony Halme,Orthodox,,,,,,
Kim Couture,Orthodox,,,,,,
Kerry Vera,Orthodox,,,,,,
Lina Kvokov,Orthodox,,,,,,
Ryan Couture,Orthodox,,,73.0,,,
Conor Heun,Orthodox,,,,,,
Lee Higgins,Orthodox,,,,,,
Lucas Stark,Orthodox,,,,,,
Nikk Covert,Orthodox,,,,,,
Nik Theotikos,Orthodox,,,,,,
Jonathan Meunier,Switch,,,,,,
Wagner Silva,Orthodox,,,,,,
Claudia Leite,Orthodox,,,64.0,,,
Jeff Cox,Orthodox,,,,,,
Jonavin Webb,Orthodox,,,,,,
Danny Roberts,Southpaw,,,74.0,,,
Nate Moore,Orthodox,,,,,,
Lyman Good,Orthodox,,,74.0,,,
Ronny Markes,Orthodox,,,75.0,,,
Jamahal Hill,Southpaw,,,79.0,,,
Vinicius Moreira,Orthodox,,,76.0,,,
Alberto Crane,Orthodox,,,,,,
Roger Huerta,Orthodox,,,70.0,,,
Nate Loughran,Orthodox,,,,,,
Cale Yarbrough,Orthodox,,,,,,
Paul Creighton,Southpaw,,,,,,
BJ Penn,Orthodox,,,70.0,,,
Alexander Crispim,Orthodox,,,,,,
AJ Fonseca,Orthodox,,,,,,
Melissa Croden,Orthodox,,,,,,
Luana Santos,Orthodox,,,67.0,,,
Kiefer Crosbie,Switch,,,70.0,,,
Taiyilake Nueraji,Southpaw,,,75.0,,,
Ken Cross,Southpaw,,,72.0,,,
Kevin Syler,Switch,,,71.0,,,
Allen Crowder,Orthodox,,,76.0,,,
Greg Hardy,Orthodox,,,80.0,,,
Daron Cruickshank,Switch,,,72.0,,,
Henry Martinez,Southpaw,,,69.0,,,
Chris Tickle,Orthodox,,,,,,
Richard Crunkilton,Orthodox,,,,,,
Dave Jansen,Orthodox,,,73.0,,,
Sergio Gomez,Orthodox,,,,,,
Mike Joy,Southpaw,,,,,,
Nick Ertl,Orthodox,,,,,,
Ivan Erslan,Orthodox,,,72.0,,,
Keigo Kunihara,Orthodox,,,,,,
Ivan Lopez,Southpaw,,,,,,
Uros Medic,Southpaw,,,71.0,,,
Steven Nguyen,Switch,,,73.0,,,
Timmy Cuamba,Orthodox,,,71.0,,,
ChangHo Lee,Orthodox,,,69.0,,,
Roberto Romero,Orthodox,,,70.0,,,
Mateo Vogel,Orthodox,,,71.0,,,
Danny Silva,Switch,,,70.0,,,
Chris Culley,Orthodox,,,,,,
Abel Cullum,Orthodox,,,,,,
Akiyo Nishiura,Southpaw,,,,,,
Alexander Yakovlev,Southpaw,,,74.0,,,
Dominique Steele,Orthodox,,,74.0,,,
Ben Alloway,Orthodox,,,76.0,,,
Luke Cummo,Orthodox,,,74.0,,,
Tamdan McCrory,Switch,,,76.0,,,
Luigi Fioravanti,Orthodox,,,70.0,,,
Edilberto de Oliveira,Orthodox,,,,,,
Josh Haynes,Orthodox,,,,,,
Jonathan Goulet,Orthodox,,,73.0,,,
Jason Von Flue,Orthodox,,,,,,
Hugo Cunha,Orthodox,,,79.0,,,
Alton Cunningham,Orthodox,,,77.0,,,
Tony Johnson,Orthodox,,,76.0,,,
Bevon Lewis,Orthodox,,,79.0,,,
AJ Cunningham,Orthodox,,,71.0,,,
SuYoung You,Orthodox,,,65.0,,,
Tommy Cuozzi Jr.,Orthodox,,,71.0,,,
Ramiro Jimenez,Southpaw,,,73.0,,,
Santo Curatolo,Southpaw,,,62.0,,,
Larry Cureton,Orthodox,,,,,,
Marco Ruas,Orthodox,,,,,,
Stephen Ledbetter,Orthodox,,,,,,
Hatsu Hioki,Orthodox,,,73.0,,,
Todd Lally,Orthodox,,,,,,
Yan Xiaonan,Orthodox,,,63.0,,,
Jamie Moyle,Orthodox,,,65.0,,,
Emily Kagan,Orthodox,,,,,,
Will Currie,Switch,,,76.0,,,
Sean Lally,Orthodox,,,,,,
Jonathan Wilson,Southpaw,,,75.0,,,
Gleidson Cutis,Orthodox,,,,,,
Sarah D'alelio,Orthodox,,,,,,
Marcos da Matta,Orthodox,,,,,,
Pablo Alfonso,Orthodox,,,,,,
Gokhan Saki,Orthodox,,,73.0,,,
Jordan Johnson,Orthodox,,,79.0,,,
Casey O'Neill,Orthodox,,,69.0,,,
Isabela de Padua,Orthodox,,,64.0,,,
Alex Da Silva,Orthodox,,,73.0,,,
Joe Solecki,Orthodox,,,70.0,,,
Brad Riddell,Orthodox,,,71.0,,,
Kazula Vargas,Southpaw,,,71.0,,,
Radley Da Silva,Orthodox,,,71.0,,,
George Mangos,Switch,,,70.0,,,
Deni Daffa,Orthodox,,,74.0,,,
Ren Yawei,Orthodox,,,69.0,,,
Saygid Izagakhmaev,Orthodox,,,,,,
Claudio Silva,Southpaw,,,71.0,,,
Daniel Rodriguez,Southpaw,,,74.0,,,
Jesse Ronson,Southpaw,,,70.0,,,
Peter Sobotta,Southpaw,,,75.0,,,
Aurelijus Kerpe,Orthodox,,,,,,
Dave Dalgliesh,Orthodox,,,,,,
Richard Dalton,Orthodox,,,,,,
Ericka Almeida,Orthodox,,,,,,
Leonardo Damiani,Orthodox,,,69.0,,,
Ivan Jorge,Orthodox,,,73.0,,,
Anistavio Medeiros,Orthodox,,,,,,
Carina Damm,Orthodox,,,,,,
Hitomi Akano,Southpaw,,,,,,
Kevin Natividad,Orthodox,,,70.0,,,
Cindy Dandois,Orthodox,,,,,,
Peter Danesoe,Orthodox,,,68.0,,,
Sulangrangbo,Southpaw,,,66.0,,,
Nyamjargal Tumendemberel,Orthodox,,,71.0,,,
Sim Kai Xiong,Orthodox,,,67.0,,,
Yorgan De Castro,Orthodox,,,74.0,,,
Jose Daniel Medina,Orthodox,,,74.0,,,
Ateba Gautier,Switch,,,81.0,,,
Magomed Gadzhiyasulov,Orthodox,,,75.0,,,
Raymond Daniels,Southpaw,,,,,,
Jeremiah Metcalf,Orthodox,,,,,,
Alexandre Dantas,Orthodox,,,,,,
Efrain Escudero,Orthodox,,,71.0,,,
Karen Darabedyan,Orthodox,,,68.0,,,
Bart Palaszewski,Orthodox,,,70.0,,,
Renato Moicano,Orthodox,,,72.0,,,
Mateusz Gamrot,Southpaw,,,70.0,,,
James Vick,Orthodox,,,76.0,,,
Ramsey Nijem,Orthodox,,,75.0,,,
Sean Daugherty,Orthodox,,,,,,
Scott Morris,Orthodox,,,,,,
Kyle Daukaus,Southpaw,,,76.0,,,
Roman Dolidze,Orthodox,,,76.0,,,
Michael Lombardo,Orthodox,,,72.0,,,
Brian Davidson,Orthodox,,,,,,
Russell Patrick,Orthodox,,,,,,
Rick Davis,Orthodox,,,,,,
Paul Taylor,Orthodox,,,72.0,,,
Jason Tan,Orthodox,,,,,,
Pete Spratt,Orthodox,,,,,,
Josh Grispi,Orthodox,,,74.0,,,
Deividas Taurosevicius,Southpaw,,,68.0,,,
Javier Vazquez,Southpaw,,,69.0,,,
Bao Quach,Orthodox,,,,,,
Vinny Magalhaes,Orthodox,,,75.0,,,
Wagner Prado,Southpaw,,,74.0,,,
Rodney Wallace,Switch,,,72.0,,,
Lemont Davis,Orthodox,,,,,,
Dillon Smith,Orthodox,,,,,,
Brian Schwartz,Orthodox,,,,,,
OJ Dominguez,Orthodox,,,,,,
Justin Davis,Orthodox,,,,,,
Dennis Hallman,Orthodox,,,72.0,,,
Sabina Mazo,Orthodox,,,70.0,,,
Danny Davis,Orthodox,,,,,,
Quinn Mulhern,Orthodox,,,,,,
Mitch Ramirez,Orthodox,,,71.0,,,
Fares Ziam,Orthodox,,,75.0,,,
Mason Jones,Orthodox,,,74.0,,,
Thomas Gifford,Orthodox,,,75.0,,,
Yoshinori Horie,Orthodox,,,70.0,,,
Danny Henry,Orthodox,,,73.0,,,
Grant Dawson,Switch,,,72.0,,,
Rafa Garcia,Orthodox,,,70.0,,,
Damir Ismagulov,Orthodox,,,74.0,,,
Nad Narimani,Orthodox,,,70.0,,,
Adrian Diaz,Southpaw,,,,,,
Martin Day,Orthodox,,,73.0,,,
Anderson Dos Santos,Orthodox,,,70.0,,,
Pingyuan Liu,Orthodox,,,72.0,,,
Jaime Alvarez,Orthodox,,,69.0,,,
Angel De Anda,Orthodox,,,,,,
Daniel Spohn,Southpaw,,,79.0,,,
Justin Tafa,Southpaw,,,74.0,,,
Sanford Alton Meeks,Orthodox,,,75.0,,,
Todd Duffee,Orthodox,,,78.0,,,
Oli Thompson,Orthodox,,,75.0,,,
Tatiana Suarez,Southpaw,,,66.0,,,
Rachael Ostovich,Orthodox,,,62.0,,,
Christina Marks,Orthodox,,,69.0,,,
Mark De La Rosa,Orthodox,,,65.0,,,
Jordan Espinosa,Orthodox,,,69.0,,,
Elias Garcia,Southpaw,,,67.0,,,
Yui Chul Nam,Orthodox,,,,,,
Rodrigo de Lima,Orthodox,,,,,,
Johil de Oliveira,Orthodox,,,,,,
Jorge de Oliveira,Orthodox,,,,,,
Jair De Oliveira,Orthodox,,,69.0,,,
Rafael Tobias,Orthodox,,,74.0,,,
Cheyanne Vlismas,Switch,,,63.0,,,
Jinh Yu Frey,Southpaw,,,65.0,,,
Pauline Macias,Southpaw,,,64.0,,,
Julianna Pena,Orthodox,,,69.0,,,
Aspen Ladd,Orthodox,,,66.0,,,
Larissa Pacheco,Orthodox,,,,,,
Hiroko Yamanaka,Orthodox,,,,,,
Stephanie Webber,Orthodox,,,,,,
Reinier de Ridder,Southpaw,,,78.0,,,
Crezio de Souza,Orthodox,,,,,,
Carl Deaton,Orthodox,,,69.0,,,
Alexander Munoz,Switch,,,72.0,,,
Tom DeBlass,Orthodox,,,,,,
Issac DeJesus,Orthodox,,,,,,
Rafael Del Real,Orthodox,,,,,,
Dan Molina,Orthodox,,,,,,
Lolohea Mahe,Orthodox,,,,,,
Wallen Del Rosario,Orthodox,,,67.0,,,
Yadier del Valle,Southpaw,,,69.0,,,
Isaac Dulgarian,Orthodox,,,71.0,,,
Antonio Monteiro,Orthodox,,,70.0,,,
Jose Delano,Orthodox,,,70.0,,,
Manuel Exposito,Orthodox,,,68.0,,,
Humberto DeLeon,Orthodox,,,,,,
Chad Robichaux,Orthodox,,,,,,
Rolando Delgado,Orthodox,,,77.0,,,
Andre Winner,Orthodox,,,73.0,,,
John Polakowski,Orthodox,,,,,,
Jose Delgado,Switch,,,74.0,,,
Hyder Amil,Switch,,,70.0,,,
Ernie Juarez,Orthodox,,,70.0,,,
Bassil Hafez,Orthodox,,,72.0,,,
Ramazan Emeev,Southpaw,,,76.0,,,
Pete Rodriguez,Switch,,,71.0,,,
Yuta Sasaki,Southpaw,,,71.0,,,
Michinori Tanaka,Orthodox,,,67.0,,,
Nick Denis,Orthodox,,,,,,
Jon Delos Reyes,Orthodox,,,67.0,,,
Roldan Sangcha'an,Orthodox,,,,,,
Joe Slick,Orthodox,,,,,,
Royce Gracie,Southpaw,,,,,,
Trent Jenkins,Orthodox,,,,,,
Justin DeMoney,Orthodox,,,,,,
Vanessa Demopoulos,Orthodox,,,59.0,,,
Jaqueline Amorim,Orthodox,,,68.0,,,
Emily Ducote,Orthodox,,,63.0,,,
Kanako Murata,Orthodox,,,62.0,,,
Silvana Gomez Juarez,Orthodox,,,65.0,,,
Cory McKenna,Orthodox,,,58.0,,,
Joseph Sandoval,Southpaw,,,,,,
Thomas Denny,Orthodox,,,,,,
Alex Karalexis,Orthodox,,,66.0,,,
Robert Densley,Orthodox,,,,,,
Jason Dent,Orthodox,,,71.0,,,
Cameron Dollar,Orthodox,,,,,,
Amanda Lemos,Southpaw,,,65.0,,,
Tecia Pennington,Orthodox,,,60.0,,,
Virna Jandiroba,Orthodox,,,64.0,,,
James Wade,Orthodox,,,,,,
Chatt Lavender,Orthodox,,,,,,
Paul Rodriguez,Orthodox,,,,,,
Austen Lane,Orthodox,,,80.0,,,
Cory Devela,Orthodox,,,,,,
Edwin DeWees,Orthodox,,,,,,
Bojan Velickovic,Southpaw,,,76.0,,,
Micol Di Segni,Orthodox,,,60.0,,,
Thomas Diagne,Orthodox,,,,,,
Aaron Lanfranco,Orthodox,,,,,,
Caros Fodor,Orthodox,,,74.0,,,
Merritt Warren,Southpaw,,,,,,
Kaleo Kwan,Orthodox,,,,,,
Kaue Fernandes,Orthodox,,,73.0,,,
Damir Hadzovic,Orthodox,,,70.0,,,
Rafael Alves,Orthodox,,,68.0,,,
Lando Vannata,Orthodox,,,71.0,,,
Nasrat Haqparast,Southpaw,,,72.0,,,
Tyler Diamond,Orthodox,,,69.0,,,
Charles Radtke,Orthodox,,,72.0,,,
Jeremiah Wells,Switch,,,74.0,,,
Hacran Dias,Orthodox,,,69.0,,,
Levan Makashvili,Orthodox,,,68.0,,,
Luis Felipe Dias,Orthodox,,,74.0,,,
Donavon Hedrick,Orthodox,,,76.0,,,
Magno Dias,Orthodox,,,67.0,,,
Louis Jourdain,Orthodox,,,69.0,,,
Frank Shamrock,Orthodox,,,,,,
Katsuya Inoue,Southpaw,,,,,,
Mike Aina,Orthodox,,,,,,
Sean Sherk,Orthodox,,,67.0,,,
Jeremy Jackson,Orthodox,,,,,,
Rory Markham,Orthodox,,,71.0,,,
Joe Hurley,Orthodox,,,,,,
Gilbert Rael,Orthodox,,,,,,
Tony Juarez,Orthodox,,,,,,
Alejandro Garcia,Orthodox,,,,,,
Ryan Diaz,Orthodox,,,,,,
Chris Gruetzemacher,Orthodox,,,68.0,,,
Ozzy Diaz,Orthodox,,,79.0,,,
Zhang Mingyang,Orthodox,,,75.0,,,
Juan Diaz,Orthodox,,,69.0,,,
Kwon Wonil,Orthodox,,,71.0,,,
Kyle Dietz,Orthodox,,,,,,
Seth Dikun,Orthodox,,,69.0,,,
Frank Gomez,Orthodox,,,67.0,,,
Walel Watson,Orthodox,,,75.0,,,
Ralph Dillon,Orthodox,,,,,,
Drew Dimanlig,Orthodox,,,,,,
Scott Graham,Orthodox,,,,,,
J.T Taylor,Orthodox,,,,,,
Ding Meng,Orthodox,,,73.0,,,
Rami Hamed,Orthodox,,,71.0,,,
Rodolfo Marques Diniz,Orthodox,,,,,,
Bibiano Fernandes,Orthodox,,,,,,
Yusup Saadulaev,Orthodox,,,,,,
Jhonata Diniz,Orthodox,,,79.0,,,
Alvin Hines,Orthodox,,,74.0,,,
Eduardo Neves,Orthodox,,,78.0,,,
Helio Dipp,Orthodox,,,,,,
Rico DiSciullo,Orthodox,,,,,,
John Dixson,Orthodox,,,,,,
Kazunari Murakami,Orthodox,,,,,,
Kwan Ho Kwak,Switch,,,,,,
Leandro Issa,Orthodox,,,69.0,,,
Kyle Prepolec,Southpaw,,,70.0,,,
Islam Makhachev,Southpaw,,,70.0,,,
Sean Spencer,Orthodox,,,74.0,,,
Tafon Nchukwi,Orthodox,,,77.0,,,
David Dodd,Orthodox,,,,,,
Tyrone Roberts,Orthodox,,,,,,
Travis Fulton,Orthodox,,,,,,
John Dodson,Orthodox,,,66.0,,,
Petr Yan,Switch,,,67.0,,,
Darrell Montague,Southpaw,,,67.0,,,
Laureano Staropoli,Orthodox,,,71.0,,,
John Allan,Orthodox,,,75.0,,,
Khadis Ibragimov,Orthodox,,,78.0,,,
Khalid Murtazaliev,Orthodox,,,76.0,,,
Goran Reljic,Southpaw,,,81.0,,,
Jay Silva,Southpaw,,,,,,
Jesse Taylor,Orthodox,,,73.0,,,
Dennis Dombrow,Orthodox,,,,,,
