name,stance,height_in,weight_lb,reach_in,date_of_birth,record,source_url,nickname,weight_class
Myktybek Orolbai,Orthodox,61.0,170.0,74.0,,,,No Nickname,Welterweight
Kaynan Kruschewsky,Orthodox,72.0,155.0,73.0,,,,Bahia,Lightweight
Guram Kutateladze,Orthodox,71.0,155.0,72.0,,,,Georgian Viking,Lightweight
Zubaira Tukhugov,Orthodox,68.0,155.0,68.0,,,,Warrior,Featherweight
Chris Brennan,Orthodox,68.0,170.0,,,,,The Westside Strangler,Welterweight
Daiju Takase,Southpaw,72.0,170.0,,,,,No Nickname,Welterweight
Eiji Mitsuoka,Southpaw,67.0,145.0,,,,,No Nickname,Featherweight
Gil Castillo,Southpaw,69.0,170.0,,,,,No Nickname,Welterweight
Pat Miletich,Orthodox,61.0,170.0,,,,,The Croatian Sensation,Welterweight
Courtney Turner,Orthodox,74.0,170.0,,,,,No Nickname,
Charlie Brenneman,Orthodox,61.0,155.0,70.0,,,,The Spaniard,Welterweight
Leandro Silva,Orthodox,69.0,155.0,72.0,,,,Buscape,Lightweight
Kyle Noke,Southpaw,73.0,170.0,76.0,,,,No Nickname,Welterweight
Erick Silva,Orthodox,72.0,170.0,74.0,,,,No Nickname,Welterweight
Rick Story,Southpaw,69.0,170.0,71.0,,,,The Horror,Welterweight
Amilcar Alves,Southpaw,72.0,170.0,,,,,No Nickname,Welterweight
Jason High,Southpaw,68.0,155.0,73.0,,,,The Kansas City Bandit,Welterweight
Robert Breslin,Orthodox,71.0,155.0,,,,,The Bullet,
Poppies Martinez,Orthodox,69.0,145.0,,,,,The Tachi Kid,
Andrew Martinez,Orthodox,69.0,215.0,,,,,Mickey D,
Mack Brewer,Orthodox,,205.0,,,,,No Nickname,
Marcos Brigagao,Southpaw,75.0,205.0,76.0,,,,Ironside,
Jamal Pogues,Orthodox,75.0,205.0,77.0,,,,No Nickname,Heavyweight
Eliot Marshall,Orthodox,74.0,205.0,77.0,,,,Fire,Light Heavyweight
Brad Morris,Orthodox,74.0,205.0,,,,,No Nickname,Light Heavyweight
Jimmie Rivera,Orthodox,64.0,135.0,68.0,,,,El Terror,Featherweight
Jumabieke Tuerxun,Orthodox,67.0,135.0,,,,,The Wild Wolf,Bantamweight
Valentijn Overeem,Orthodox,75.0,230.0,,,,,No Nickname,
Henry Briones,Orthodox,68.0,135.0,69.0,,,,Bure,Bantamweight
Frankie Saenz,Orthodox,66.0,135.0,66.0,,,,No Nickname,Bantamweight
Marcelo Brito,Orthodox,73.0,170.0,,,,,Jungle Boy,
Joanderson Brito,Orthodox,68.0,145.0,72.0,,,,Tubarao,Featherweight
Isaac Thomson,,,,,,,,,
Pat Sabatini,Orthodox,68.0,145.0,70.0,,,,No Nickname,Featherweight
William Gomis,Southpaw,72.0,145.0,73.0,,,,Jaguar,Featherweight
Jonathan Pearce,Switch,72.0,145.0,71.0,,,,JSP,Featherweight
Westin Wilson,Southpaw,73.0,145.0,73.0,,,,No Nickname,Featherweight
Lucas Alexander,Orthodox,71.0,145.0,73.0,,,,The Lion,Featherweight
Bill Algeo,Switch,72.0,145.0,73.0,,,,Senor Perfecto,Featherweight
Diego Lopes,Orthodox,71.0,145.0,72.0,,,,No Nickname,Featherweight
Kaik Brito,Orthodox,71.0,170.0,72.0,,,,No Nickname,
Oban Elliott,Orthodox,72.0,170.0,72.0,,,,The Welsh Gangster,Welterweight
Antwain Britt,Orthodox,73.0,205.0,77.0,,,,The Juggernaut,
Lumumba Sayers,Orthodox,72.0,185.0,,,,,No Nickname,
Scott Lighty,Orthodox,74.0,205.0,,,,,No Nickname,
Mike Bronzoulis,Orthodox,72.0,155.0,,,,,The Greek,
Chad Leonhardt,Orthodox,72.0,170.0,,,,,The Boss,
Jonathan Brookins,Southpaw,72.0,145.0,74.0,,,,No Nickname,Featherweight
Charles Oliveira,Orthodox,61.0,155.0,74.0,,,,Do Bronxs,Lightweight
Will Brooks,Orthodox,61.0,155.0,72.0,,,,Ill,Lightweight
Alex Oliveira,Orthodox,71.0,170.0,76.0,,,,Cowboy,Welterweight
Satoru Kitaoka,Orthodox,66.0,154.0,,,,,No Nickname,
Jarred Brooks,Switch,63.0,125.0,62.0,,,,The Monkey God,Flyweight
Robert Sanchez,Orthodox,66.0,125.0,66.0,,,,Littlefury,Flyweight
Jose Torres,Orthodox,64.0,125.0,65.0,,,,Shorty,Flyweight
Eric Shelton,Orthodox,66.0,125.0,68.0,,,,Showtime,Flyweight
Rob Broughton,Orthodox,74.0,265.0,74.0,,,,The Bear,Heavyweight
Philip De Fries,Orthodox,77.0,250.0,79.0,,,,No Nickname,Heavyweight
Vinicius Queiroz,Orthodox,79.0,220.0,,,,,Spartan,Heavyweight
Lee Brousseau,Orthodox,73.0,205.0,,,,,Manimal,
Mike Glenn,Orthodox,,205.0,,,,,No Nickname,
Francisco France,Orthodox,72.0,205.0,,,,,Kiko,
Dhiego Lima,Orthodox,74.0,170.0,75.0,,,,No Nickname,Welterweight
Carlos Condit,Orthodox,74.0,170.0,75.0,,,,The Natural Born Killer,Welterweight
Tim Means,Orthodox,74.0,170.0,75.0,,,,The Dirty Bird,Welterweight
Jordan Mein,Orthodox,72.0,170.0,73.0,,,,Young Gun,Welterweight
Mike Swick,Orthodox,73.0,170.0,77.0,,,,Quick,Welterweight
Luis Ramos,Orthodox,68.0,170.0,,,,,Beicao,Welterweight
Chris Cope,Orthodox,72.0,170.0,72.0,,,,C-Murder,Welterweight
Brian Foster,Orthodox,69.0,170.0,71.0,,,,The Foster Boy,Welterweight
Ricardo Almeida,Orthodox,72.0,170.0,74.0,,,,Big Dog,Welterweight
James Wilks,Orthodox,73.0,170.0,75.0,,,,Lightning,Welterweight
Ryan Thomas,Orthodox,72.0,170.0,,,,,The Tank Engine,Welterweight
Mike Brown,Orthodox,66.0,145.0,70.0,,,,No Nickname,Featherweight
Nam Phan,Orthodox,66.0,135.0,70.0,,,,No Nickname,Featherweight
Cole Province,Orthodox,69.0,145.0,68.0,,,,No Nickname,
Manvel Gamburyan,Orthodox,65.0,135.0,67.0,,,,The Anvil,Bantamweight
Anthony Morrison,Orthodox,67.0,145.0,,,,,Cheesesteak,
Genki Sudo,Orthodox,69.0,155.0,,,,,Neo-Samurai,Lightweight
Dominic Brown,Orthodox,71.0,190.0,,,,,No Nickname,
Lucas Lopes,Orthodox,74.0,185.0,,,,,No Nickname,
Terrell Brown,Orthodox,,185.0,,,,,No Nickname,
Chris Brown,Orthodox,,170.0,,,,,No Nickname,
Herman Terrado,Orthodox,,170.0,,,,,No Nickname,
Elizeu Zaleski dos Santos,Orthodox,71.0,170.0,73.0,,,,Capoeira,Welterweight
Muslim Salikhov,Orthodox,71.0,170.0,70.0,,,,King of Kung Fu,Welterweight
Wellington Turman,Orthodox,72.0,170.0,72.0,,,,The Prodigy,Middleweight
Jack Della Maddalena,Switch,71.0,170.0,73.0,,,,No Nickname,Welterweight
Jared Gooden,Orthodox,72.0,170.0,77.0,,,,NiteTrain,Welterweight
Niko Price,Orthodox,72.0,170.0,76.0,,,,The Hybrid,Welterweight
Brian Camozzi,Orthodox,74.0,170.0,78.0,,,,Mantis,Welterweight
Erick Montano,Orthodox,72.0,170.0,73.0,,,,Perry,Welterweight
Michael Graves,Orthodox,61.0,170.0,71.0,,,,No Nickname,Welterweight
Matt Dwyer,Orthodox,76.0,170.0,76.0,,,,No Nickname,Welterweight
Dong Hyun Ma,Orthodox,71.0,155.0,70.0,,,,Maestro,Lightweight
Frank Camacho,Orthodox,61.0,155.0,73.0,,,,The Crank,Lightweight
Alan Patrick,Southpaw,71.0,155.0,74.0,,,,Nuguette,Lightweight
TJ Brown,Switch,69.0,145.0,72.0,,,,Downtown,Featherweight
Shayilan Nuerdanbieke,Orthodox,68.0,145.0,69.0,,,,Wolverine,Featherweight
Kai Kamaka,Orthodox,67.0,145.0,69.0,,,,The Fighting Hawaiian,Featherweight
Danny Chavez,Orthodox,68.0,145.0,67.0,,,,The Colombian Warrior,Featherweight
Jordan Griffin,Southpaw,61.0,145.0,73.0,,,,Native Psycho,Featherweight
Dylan Lockard,Orthodox,69.0,145.0,72.0,,,,No Nickname,
Cain Velasquez,Orthodox,73.0,240.0,77.0,,,,No Nickname,Heavyweight
Gabriel Gonzaga,Orthodox,74.0,242.0,76.0,,,,Napao,Heavyweight
Chad Griggs,Orthodox,73.0,205.0,73.0,,,,The Grave Digger,Light Heavyweight
James McSweeney,Switch,76.0,230.0,77.0,,,,The Hammer,Heavyweight
Junie Browning,Orthodox,69.0,155.0,,,,,No Nickname,Lightweight
Cole Miller,Orthodox,73.0,145.0,73.0,,,,Magrinho,Featherweight
David Kaplan,Orthodox,67.0,155.0,,,,,Diamond,Lightweight
Jules Bruchez,Southpaw,72.0,205.0,,,,,No Nickname,Light Heavyweight
Justin Bruckmann,Orthodox,69.0,170.0,,,,,Loaf,
Georges St-Pierre,Orthodox,71.0,185.0,76.0,,,,Rush,Middleweight
Cody Brundage,Orthodox,72.0,185.0,72.0,,,,No Nickname,Middleweight
Eric McConico,Southpaw,72.0,185.0,77.0,,,,No Nickname,Light Heavyweight
Mansur Abdul-Malik,Orthodox,74.0,185.0,80.0,,,,No Nickname,Middleweight
Abdul Razak Alhassan,Orthodox,61.0,185.0,73.0,,,,No Nickname,Middleweight
Jacob Malkoun,Orthodox,69.0,185.0,73.0,,,,Mamba,Middleweight
Rodolfo Vieira,Orthodox,72.0,185.0,73.0,,,,No Nickname,Middleweight
Nick Maximov,Southpaw,72.0,185.0,76.0,,,,No Nickname,Middleweight
William Knight,Orthodox,61.0,205.0,73.0,,,,Knightmare,Light Heavyweight
Steve Bruno,Orthodox,61.0,170.0,,,,,Hollywood,Welterweight
Johnny Rees,Orthodox,72.0,170.0,,,,,The Hater Hurter,Welterweight
Chris Wilson,Orthodox,73.0,170.0,75.0,,,,The Professor,Welterweight
Fernando Bruno,Orthodox,66.0,145.0,,,,,Acougueiro,Featherweight
Gray Maynard,Orthodox,69.0,155.0,70.0,,,,No Nickname,Featherweight
Derek Brunson,Southpaw,73.0,185.0,77.0,,,,The One,Middleweight
Dricus Du Plessis,Switch,73.0,185.0,76.0,,,,Stillknocks,Middleweight
Kevin Holland,Orthodox,75.0,170.0,81.0,,,,Trailblazer,Welterweight
Edmen Shahbazyan,Orthodox,74.0,185.0,75.0,,,,The Golden Boy,Middleweight
Ian Heinisch,Orthodox,71.0,185.0,72.0,,,,The Hurricane,Middleweight
Elias Theodorou,Orthodox,73.0,185.0,75.0,,,,The Spartan,Middleweight
Israel Adesanya,Switch,76.0,185.0,80.0,,,,The Last Stylebender,Middleweight
Robert Whittaker,Orthodox,72.0,185.0,73.0,,,,The Reaper,Middleweight
Roan Carneiro,Orthodox,71.0,170.0,76.0,,,,Jucao,Welterweight
Sam Alvey,Southpaw,74.0,185.0,75.0,,,,Smile'N,Light Heavyweight
Lorenz Larkin,Orthodox,71.0,170.0,72.0,,,,The Monsoon,Welterweight
Yoel Romero,Southpaw,72.0,185.0,73.0,,,,Soldier of God,Middleweight
Brian Houston,Orthodox,74.0,185.0,,,,,B-Hue,Middleweight
Nate James,Orthodox,72.0,185.0,,,,,No Nickname,
Jeremy Hamilton,Orthodox,,185.0,,,,,Hawk,
Josh Bryant,Orthodox,61.0,185.0,,,,,The Beast,Middleweight
Dennis Bryant,Orthodox,72.0,205.0,,,,,The Beard,
Robert Bryczek,Orthodox,72.0,185.0,75.0,,,,No Nickname,Middleweight
Lukasz Brzeski,Orthodox,75.0,236.0,78.0,,,,The Bull,Heavyweight
Ryan Spann,Orthodox,77.0,205.0,79.0,,,,Superman,Heavyweight
Mick Parkin,Orthodox,76.0,265.0,79.0,,,,No Nickname,Heavyweight
Valter Walker,Orthodox,78.0,244.0,78.0,,,,The Clean Monster,Heavyweight
Karl Williams,Orthodox,75.0,235.0,79.0,,,,No Nickname,Heavyweight
Dylan Potter,Switch,74.0,225.0,77.0,,,,Big Poppa,
Marcus Buchecha,Orthodox,74.0,255.0,77.0,,,,No Nickname,Heavyweight
Justin Buchholz,Orthodox,72.0,155.0,73.0,,,,No Nickname,Lightweight
Corey Hill,Orthodox,76.0,155.0,80.0,,,,No Nickname,Lightweight
Matt Wiman,Orthodox,61.0,155.0,68.0,,,,No Nickname,Lightweight
Zak Bucia,Orthodox,61.0,170.0,,,,,No Nickname,
James Terry,Orthodox,61.0,170.0,,,,,Intensity,
Adam Steele,Orthodox,,170.0,,,,,No Nickname,
Courtney Buck,Orthodox,61.0,135.0,,,,,No Nickname,
Fredson Paixao,Orthodox,66.0,145.0,66.0,,,,No Nickname,Featherweight
Brandon Visher,Orthodox,66.0,135.0,68.0,,,,The Viper,
Kamaru Usman,Switch,72.0,170.0,76.0,,,,The Nigerian Nightmare,Welterweight
Nursulton Ruziboev,Orthodox,77.0,185.0,76.0,,,,Black,Middleweight
Alex Morono,Orthodox,71.0,170.0,72.0,,,,The Great White,Welterweight
Impa Kasanganay,Orthodox,71.0,170.0,75.0,,,,Tshilobo,Welterweight
Uran Satybaldiev,Orthodox,76.0,205.0,79.0,,,,Gorilla,Light Heavyweight
Shamil Gaziev,Orthodox,76.0,265.0,78.0,,,,No Nickname,Heavyweight
Lorenzo Hood,Southpaw,75.0,265.0,80.0,,,,Dream Killer,
Julia Budd,Orthodox,67.0,145.0,67.0,,,,No Nickname,
Ronda Rousey,Orthodox,67.0,135.0,66.0,,,,Rowdy,Women's Bantamweight
Germaine de Randamie,Orthodox,69.0,135.0,71.0,,,,The Iron Lady,Women's Bantamweight
Shana Olsen,Orthodox,67.0,145.0,,,,,Rock Solid,
Dylan Budka,Switch,72.0,185.0,75.0,,,,The Mindless Hulk,Middleweight
Andre Petroski,Switch,72.0,185.0,73.0,,,,No Nickname,Middleweight
Cesar Almeida,Orthodox,73.0,185.0,74.0,,,,Cesinha,Middleweight
Chad Hanekom,Orthodox,76.0,185.0,74.0,,,,Superman,
Mike Budnik,Orthodox,69.0,145.0,68.0,,,,No Nickname,
Rafael Dias,Orthodox,69.0,145.0,,,,,No Nickname,
John Franchi,Orthodox,66.0,145.0,67.0,,,,No Nickname,
Shane Roller,Orthodox,61.0,155.0,72.0,,,,No Nickname,Lightweight
Greg McIntyre,Orthodox,61.0,155.0,,,,,No Nickname,
Francisco Bueno,Orthodox,69.0,225.0,,,,,No Nickname,
Satoshi Honma,Orthodox,73.0,205.0,,,,,No Nickname,Heavyweight
Mayra Bueno Silva,Orthodox,66.0,135.0,66.0,,,,Sheetara,Women's Bantamweight
Jasmine Jasudavicius,Orthodox,67.0,125.0,68.0,,,,No Nickname,Women's Flyweight
Macy Chiasson,Orthodox,71.0,135.0,72.0,,,,No Nickname,Women's Bantamweight
Holly Holm,Southpaw,68.0,135.0,69.0,,,,The Preacher's Daughter,Women's Bantamweight
Lina Lansberg,Orthodox,67.0,135.0,65.0,,,,Elbow Queen,Women's Bantamweight
Stephanie Egger,Orthodox,66.0,135.0,68.0,,,,No Nickname,Women's Featherweight
Wu Yanan,Orthodox,68.0,135.0,66.0,,,,Mulan,Women's Flyweight
Mara Romero Borella,Orthodox,66.0,125.0,69.0,,,,No Nickname,Women's Flyweight
Maryna Moroz,Orthodox,67.0,125.0,67.0,,,,Iron Lady,Women's Flyweight
Mayana Kellem,Orthodox,65.0,135.0,,,,,No Nickname,
Paul Buentello,Orthodox,74.0,245.0,77.0,,,,The Headhunter,Heavyweight
Kiril Sidelnikov,Orthodox,71.0,230.0,,,,,No Nickname,
Carter Williams,Orthodox,73.0,265.0,,,,,The Beast,
Ruben Villareal,Orthodox,76.0,265.0,,,,,Warpath,
Gilbert Aldana,Orthodox,73.0,250.0,,,,,El Peligro,Heavyweight
Kevin Jordan,Orthodox,75.0,245.0,,,,,The Shaman,Heavyweight
Justin Eilers,Orthodox,73.0,235.0,,,,,The Hammer,Heavyweight
Marek Bujlo,Orthodox,,265.0,,,,,Bujdzilla,
Denzel Freeman,Orthodox,,265.0,,,,,Luke Fox,
Modestas Bukauskas,Switch,75.0,205.0,76.0,,,,The Baltic Gladiator,Light Heavyweight
Zac Pauga,Orthodox,74.0,205.0,76.0,,,,The High Chief,Light Heavyweight
Tyson Pedro,Orthodox,75.0,205.0,79.0,,,,No Nickname,Light Heavyweight
Khalil Rountree Jr.,Southpaw,73.0,205.0,76.0,,,,No Nickname,Light Heavyweight
Lee Kwan Bum,Orthodox,74.0,286.0,,,,,No Nickname,
Josh Bumgarner,Orthodox,73.0,170.0,,,,,No Nickname,
Jesse Finney,Orthodox,72.0,170.0,,,,,No Nickname,
Felipe Bunes,Orthodox,67.0,125.0,69.0,,,,Felipinho,Flyweight
Rafael Estevam,Orthodox,68.0,125.0,69.0,,,,Macapa,Flyweight
Charles Jourdain,Switch,69.0,135.0,69.0,,,,Air,Bantamweight
Cub Swanson,Orthodox,68.0,145.0,70.0,,,,No Nickname,Featherweight
Calvin Kattar,Orthodox,71.0,145.0,72.0,,,,No Nickname,Featherweight
Joshua Burkman,Orthodox,61.0,170.0,72.0,,,,The People's Warrior,Lightweight
Michel Prazeres,Orthodox,66.0,170.0,67.0,,,,Tractor,Welterweight
Zak Ottow,Orthodox,71.0,170.0,72.0,,,,The Barbarian,Welterweight
Forrest Petz,Orthodox,69.0,170.0,71.0,,,,The Meat Cleaver,Welterweight
Karo Parisyan,Orthodox,61.0,170.0,72.0,,,,The Heat,Welterweight
Chad Reiner,Orthodox,71.0,170.0,,,,,The Grinder,Welterweight
Josh Neer,Orthodox,71.0,170.0,72.0,,,,The Dentist,Welterweight
Jon Fitch,Orthodox,72.0,170.0,74.0,,,,No Nickname,Welterweight
Drew Fickett,Orthodox,61.0,155.0,70.0,,,,The Master,Welterweight
Sammy Morgan,Orthodox,61.0,170.0,,,,,The Squeeze,Welterweight
Justin Burlinson,Switch,73.0,170.0,74.0,,,,No Nickname,
Yohan Lainesse,Orthodox,73.0,170.0,76.0,,,,White Lion,Welterweight
Mads Burnell,Orthodox,68.0,145.0,69.0,,,,No Nickname,Featherweight
Arnold Allen,Southpaw,68.0,145.0,70.0,,,,Almighty,Featherweight
Mike Santiago,Orthodox,61.0,145.0,69.0,,,,No Nickname,Featherweight
Mikey Burnett,Orthodox,66.0,170.0,,,,,The Eastside Assassin,Lightweight
Townsend Saunders,Orthodox,65.0,170.0,,,,,No Nickname,Lightweight
Eugenio Tadeu,Orthodox,68.0,160.0,,,,,No Nickname,Lightweight
Kevin Burns,Orthodox,61.0,170.0,74.0,,,,The Fire,Welterweight
TJ Grant,Orthodox,61.0,155.0,72.0,,,,No Nickname,Lightweight
Khamzat Chimaev,Orthodox,74.0,185.0,75.0,,,,Borz,Middleweight
Aleksei Kunchenko,Orthodox,68.0,170.0,70.0,,,,No Nickname,Welterweight
Dan Moret,Southpaw,72.0,155.0,73.0,,,,The Hitman,Lightweight
Jason Saggo,Orthodox,71.0,155.0,71.0,,,,No Nickname,Lightweight
Lukasz Sajewski,Orthodox,68.0,155.0,71.0,,,,Wookie,Lightweight
Rashid Magomedov,Orthodox,69.0,155.0,70.0,,,,Highlander,Lightweight
Andreas Stahl,Orthodox,71.0,170.0,,,,,Real Steel,Welterweight
Jack Jenkins,Switch,67.0,145.0,68.0,,,,Phar,Featherweight
Nate Landwehr,Orthodox,69.0,145.0,72.0,,,,The Train,Featherweight
Darrick Minner,Orthodox,67.0,145.0,69.0,,,,No Nickname,Featherweight
Derrick Burnsed,Orthodox,,155.0,,,,,No Nickname,
Bobby Stack,Orthodox,69.0,155.0,,,,,No Nickname,
Nah-Shon Burrell,Orthodox,71.0,170.0,,,,,The Rock n Rolla,Welterweight
Yuri Villefort,Orthodox,72.0,170.0,73.0,,,,No Nickname,Welterweight
Chris Spang,Orthodox,74.0,170.0,,,,,The Kiss,Welterweight
Lukasz Les,Orthodox,,170.0,,,,,No Nickname,
Joe Ray,Orthodox,,170.0,,,,,No Nickname,
George Bush,Orthodox,73.0,205.0,,,,,No Nickname,
Abongo Humphrey,Orthodox,71.0,205.0,,,,,No Nickname,
Bubba Bush,Orthodox,72.0,185.0,,,,,The Fightin' Texas Aggie,Middleweight
Garreth McLellan,Southpaw,73.0,185.0,72.0,,,,Soldier Boy,Middleweight
Kevin Casey,Southpaw,71.0,185.0,77.0,,,,King,Middleweight
Austin Hubbard,Orthodox,61.0,155.0,71.0,,,,Thud,Lightweight
Makoto Takimoto,Southpaw,67.0,205.0,,,,,No Nickname,
Dong Sik Yoon,Orthodox,72.0,185.0,,,,,No Nickname,
Masanori Suda,Orthodox,69.0,183.0,,,,,No Nickname,
Ryuta Sakurai,Orthodox,67.0,183.0,,,,,No Nickname,
Todd Butler,Southpaw,73.0,200.0,,,,,No Nickname,Lightweight
Goldman Butler,Orthodox,,,,,,,No Nickname,
Wes Shivers,Orthodox,80.0,,,,,,No Nickname,
Jesse Butler,Orthodox,61.0,135.0,73.0,,,,No Nickname,Bantamweight
JP Buys,Orthodox,65.0,135.0,67.0,,,,Young Savage,Bantamweight
Jacob Silva,Orthodox,65.0,125.0,67.0,,,,Lil Animal,
Joby Sanchez,Orthodox,66.0,135.0,68.0,,,,No Nickname,Flyweight
Francis Marshall,Orthodox,69.0,145.0,72.0,,,,Fire,Lightweight
Connor Matthews,Switch,68.0,145.0,71.0,,,,The Controller,Featherweight
Kaleio Romero,Switch,61.0,145.0,69.0,,,,KO,
Charles Byrd,Orthodox,61.0,185.0,73.0,,,,Kid Dynamite,Middleweight
Maki Pitolo,Orthodox,61.0,185.0,75.0,,,,Coconut Bombz,Middleweight
John Phillips,Southpaw,71.0,185.0,75.0,,,,The Welsh Wrecking Machine,Middleweight
Randall Wallace,Orthodox,71.0,185.0,73.0,,,,Braveheart,
Jamie Pickett,Orthodox,74.0,185.0,80.0,,,,The Night Wolf,Middleweight
Steve Byrnes,Orthodox,72.0,170.0,,,,,The Sergeant,Middleweight
Michael Byrnes,Orthodox,71.0,155.0,,,,,No Nickname,
Dave Zitanick,Orthodox,,170.0,,,,,No Nickname,
Yan Cabral,Orthodox,71.0,155.0,73.0,,,,No Nickname,Lightweight
Reza Madadi,Orthodox,71.0,155.0,73.0,,,,Mad Dog,Lightweight
Johnny Case,Orthodox,61.0,155.0,72.0,,,,Hollywood,Lightweight
Zak Cummings,Southpaw,72.0,205.0,75.0,,,,No Nickname,Light Heavyweight
David Mitchell,Orthodox,72.0,170.0,75.0,,,,Daudi,Welterweight
Alvin Cacdac,Orthodox,66.0,125.0,,,,,No Nickname,
Jose Palacios,Orthodox,69.0,145.0,,,,,No Nickname,
Evan Esguerra,Orthodox,,145.0,,,,,No Nickname,
Bobby Sanchez,Orthodox,67.0,155.0,,,,,The Kid,
Casey Olson,Orthodox,67.0,145.0,,,,,The Underdog,
SeungWoo Choi,Orthodox,72.0,145.0,74.0,,,,Sting,Featherweight
Kevin Croom,Orthodox,71.0,135.0,73.0,,,,Crash,Bantamweight
Austin Springer,Orthodox,68.0,145.0,71.0,,,,No Nickname,Featherweight
Kron Gracie,Southpaw,69.0,145.0,70.0,,,,No Nickname,Featherweight
Wang Guan,Orthodox,69.0,145.0,71.0,,,,The Dongbei Tiger,Featherweight
Rolando Dy,Orthodox,68.0,145.0,69.0,,,,Dy Incredible,Featherweight
Yair Rodriguez,Orthodox,71.0,145.0,71.0,,,,El Pantera,Featherweight
Masio Fullen,Orthodox,61.0,145.0,70.0,,,,Lobo,Featherweight
Francisco Rivera,Orthodox,68.0,135.0,70.0,,,,Cisco,Bantamweight
Masanori Kanehara,Orthodox,67.0,135.0,67.0,,,,No Nickname,Bantamweight
Roland Delorme,Orthodox,69.0,135.0,71.0,,,,No Nickname,Bantamweight
Kyung Ho Kang,Orthodox,69.0,135.0,73.0,,,,Mr. Perfect,Bantamweight
Motonobu Tezuka,Southpaw,67.0,135.0,,,,,No Nickname,Bantamweight
Edwin Figueroa,Orthodox,67.0,135.0,69.0,,,,El Feroz,Bantamweight
Mackens Semerzier,Orthodox,69.0,145.0,72.0,,,,Da Menace,Featherweight
Vince Cachero,Orthodox,66.0,145.0,68.0,,,,The Anomaly,Bantamweight
Priscila Cachoeira,Orthodox,67.0,135.0,65.0,,,,Zombie Girl,Women's Bantamweight
Joselyne Edwards,Orthodox,68.0,135.0,70.0,,,,La Pantera,Women's Bantamweight
Josiane Nunes,Southpaw,62.0,135.0,67.0,,,,Josi,Women's Featherweight
Valentina Shevchenko,Southpaw,65.0,125.0,66.0,,,,Bullet,Women's Flyweight
Travis Calanoc,Orthodox,68.0,145.0,,,,,The Dark Knight,
Thomas Longacre,Orthodox,69.0,145.0,,,,,No Nickname,
Lucas Caldas,Orthodox,68.0,155.0,70.0,,,,No Nickname,
Magomed Zaynukov,Orthodox,61.0,155.0,68.0,,,,Wild Chanco,
Carlos Calderon,Southpaw,71.0,145.0,71.0,,,,Chief,
Alberto Montes,Orthodox,67.0,145.0,69.0,,,,The Promise,
Nicolle Caliari,Orthodox,63.0,125.0,62.0,,,,No Nickname,Women's Flyweight
Carli Judice,Southpaw,67.0,125.0,68.0,,,,Crispy,Women's Flyweight
Corinne Laframboise,Orthodox,64.0,125.0,65.0,,,,No Nickname,
Loopy Godinez,Orthodox,62.0,115.0,61.0,,,,No Nickname,Women's Strawweight
Nina Nunes,Orthodox,65.0,125.0,64.0,,,,No Nickname,Women's Flyweight
Marina Rodriguez,Orthodox,66.0,115.0,65.0,,,,No Nickname,Women's Strawweight
Cortney Casey,Orthodox,67.0,125.0,67.0,,,,Cast Iron,Women's Flyweight
Carla Esparza,Orthodox,61.0,115.0,63.0,,,,Cookie Monster,Women's Strawweight
Joanne Wood,Orthodox,66.0,125.0,65.0,,,,JoJo,Women's Flyweight
Amanda Cooper,Switch,63.0,115.0,64.0,,,,ABC,Women's Strawweight
Joe Camacho,Orthodox,69.0,155.0,,,,,No Nickname,
Geoff Neal,Southpaw,71.0,170.0,75.0,,,,Handz of Steel,Welterweight
Li Jingliang,Orthodox,72.0,170.0,71.0,,,,The Leech,Welterweight
Lucas Camacho,Orthodox,76.0,265.0,80.0,,,,No Nickname,
Mario Pinto,Orthodox,77.0,265.0,79.0,,,,No Nickname,Heavyweight
Fabricio Camoes,Orthodox,61.0,155.0,71.0,,,,Morango,Lightweight
Melvin Guillard,Orthodox,69.0,155.0,71.0,,,,The Young Assassin,Lightweight
Torrance Taylor,Orthodox,67.0,155.0,,,,,No Nickname,
Chris Camozzi,Orthodox,74.0,185.0,75.0,,,,No Nickname,Middleweight
Tom Watson,Orthodox,73.0,185.0,73.0,,,,Kong,Middleweight
Bruno Santos,Orthodox,69.0,185.0,,,,,Carioca,Middleweight
Luiz Cane,Southpaw,74.0,185.0,77.0,,,,Banha,Light Heavyweight
Nick Catone,Southpaw,72.0,185.0,72.0,,,,The Jersey Devil,Middleweight
Dustin Jacoby,Orthodox,75.0,205.0,76.0,,,,The Hanyak,Light Heavyweight
Francis Carmont,Orthodox,75.0,205.0,78.0,,,,Limitless,Middleweight
Dongi Yang,Southpaw,61.0,185.0,73.0,,,,The Ox,Middleweight
James Hammortree,Orthodox,75.0,185.0,,,,,The Sledge,Middleweight
Mike Campbell,Southpaw,69.0,155.0,,,,,The Beast,
Danillo Villefort,Orthodox,73.0,185.0,,,,,Indio,Welterweight
Thomas Campbell,Orthodox,,,,,,,No Nickname,
Jeremy Wallace,Orthodox,69.0,,,,,,No Nickname,
Cody Floyd,Orthodox,,,,,,,No Nickname,
Shane Campbell,Orthodox,72.0,155.0,71.0,,,,Shaolin,Lightweight
Felipe Silva,Orthodox,72.0,155.0,77.0,,,,No Nickname,Lightweight
James Krause,Orthodox,74.0,170.0,73.0,,,,The,Welterweight
Elias Silverio,Orthodox,71.0,155.0,73.0,,,,Xuxu,Lightweight
Charlie Campbell,Orthodox,72.0,155.0,72.0,,,,The Cannibal,Lightweight
