event,fight_date,fighter_a,fighter_b,judge,round_1_a,round_1_b,round_2_a,round_2_b,round_3_a,round_3_b,round_4_a,round_4_b,round_5_a,round_5_b,total_a,total_b,decision_type,winner,card_type,raw_scorecards,source_file
UFC 48: Payback,2004-06-20,Matt Serra,Ivan Menjivar,raw_scorecards,,,,,,,,,,,,,Prelims,Matt Serra,Prelims,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 50: The War of '04,2004-10-23,Patrick Cote,Tito Ortiz,raw_scorecards,,,,,,,,,,,,,Main Card,Tito Ortiz,Main Card,26-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 51: Super Saturday,2005-02-06,Tito Ortiz,Vitor Belfort,raw_scorecards,,,,,,,,,,,,,Main Card,Tito Ortiz,Main Card,29-29 | 29-28 | 28-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 51: Super Saturday,2005-02-06,Karo Parisyan,Chris Lytle,raw_scorecards,,,,,,,,,,,,,Prelims,Karo Parisyan,Prelims,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
The Ultimate Fighter 1 Finale,2005-04-10,Forrest Griffin,Stephan Bonnar,raw_scorecards,,,,,,,,,,,,,Main Card,Forrest Griffin,Main Card,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
The Ultimate Fighter 1 Finale,2005-04-10,Sam Hoger,Bobby Southworth,raw_scorecards,,,,,,,,,,,,,Prelims,Sam Hoger,Prelims,29-28 | 29-28 | 30-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 52: Couture vs. Liddell 2,2005-04-17,Jason Miller,Georges St-Pierre,raw_scorecards,,,,,,,,,,,,,Main Card,Georges St-Pierre,Main Card,27-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 52: Couture vs. Liddell 2,2005-04-17,John Marsh,Mike Van Arsdale,raw_scorecards,,,,,,,,,,,,,Prelims,Mike Van Arsdale,Prelims,28-29 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 53: Heavy Hitters,2005-06-05,Karo Parisyan,Matt Serra,raw_scorecards,,,,,,,,,,,,,Main Card,Karo Parisyan,Main Card,29-27 | 30-27 | 30-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night 1,2005-08-07,Ivan Salaverry,Nate Marquardt,raw_scorecards,,,,,,,,,,,,,Main Card,Nate Marquardt,Main Card,27-30 | 27-30 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night 1,2005-08-07,Patrick Cote,Chris Leben,raw_scorecards,,,,,,,,,,,,,Main Card,Chris Leben,Main Card,27-29 | 29-27 | 28-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night 1,2005-08-07,Sam Hoger,Stephan Bonnar,raw_scorecards,,,,,,,,,,,,,Main Card,Stephan Bonnar,Main Card,27-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 54: Boiling Point,2005-08-21,Joe Doerksen,Matt Lindland,raw_scorecards,,,,,,,,,,,,,Prelims,Matt Lindland,Prelims,27-30 | 28-29 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 54: Boiling Point,2005-08-21,Travis Lutter,Trevor Prangley,raw_scorecards,,,,,,,,,,,,,Prelims,Trevor Prangley,Prelims,27-29 | 26-29 | 27-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night 2,2005-10-04,Jon Fitch,Brock Larson,raw_scorecards,,,,,,,,,,,,,Prelims,Jon Fitch,Prelims,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 55: Fury,2005-10-08,Dennis Hallman,Jorge Rivera,raw_scorecards,,,,,,,,,,,,,Prelims,Jorge Rivera,Prelims,27-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
The Ultimate Fighter 2 Finale,2005-11-06,Diego Sanchez,Nick Diaz,raw_scorecards,,,,,,,,,,,,,Main Card,Diego Sanchez,Main Card,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
The Ultimate Fighter 2 Finale,2005-11-06,Rashad Evans,Brad Imes,raw_scorecards,,,,,,,,,,,,,Main Card,Rashad Evans,Main Card,28-28 | 29-28 | 29-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
The Ultimate Fighter 2 Finale,2005-11-06,Joe Stevenson,Luke Cummo,raw_scorecards,,,,,,,,,,,,,Main Card,Joe Stevenson,Main Card,29-28 | 30-27 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 56: Full Force,2005-11-20,Jeremy Horn,Trevor Prangley,raw_scorecards,,,,,,,,,,,,,Main Card,Jeremy Horn,Main Card,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 56: Full Force,2005-11-20,Nick Thompson,Keith Wisniewski,raw_scorecards,,,,,,,,,,,,,Prelims,Nick Thompson,Prelims,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night 3,2006-01-17,Tim Sylvia,Assuerio Silva,raw_scorecards,,,,,,,,,,,,,Main Card,Tim Sylvia,Main Card,30-28 | 30-27 | 29-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 57: Liddell vs. Couture 3,2006-02-05,Nick Diaz,Joe Riggs,raw_scorecards,,,,,,,,,,,,,Main Card,Joe Riggs,Main Card,28-29 | 27-30 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 57: Liddell vs. Couture 3,2006-02-05,Alessio Sakara,Elvis Sinosic,raw_scorecards,,,,,,,,,,,,,Prelims,Alessio Sakara,Prelims,29-25 | 29-26 | 29-26,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 57: Liddell vs. Couture 3,2006-02-05,Keith Jardine,Mike Whitehead,raw_scorecards,,,,,,,,,,,,,Prelims,Keith Jardine,Prelims,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 58: USA vs. Canada,2006-03-05,Rich Franklin,David Loiseau,raw_scorecards,,,,,,,,,,,,,Main Card,Rich Franklin,Main Card,50-43 | 50-43 | 50-42,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 58: USA vs. Canada,2006-03-05,BJ Penn,Georges St-Pierre,raw_scorecards,,,,,,,,,,,,,Main Card,Georges St-Pierre,Main Card,28-29 | 29-28 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 58: USA vs. Canada,2006-03-05,Joe Doerksen,Nate Marquardt,raw_scorecards,,,,,,,,,,,,,Main Card,Nate Marquardt,Main Card,27-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 58: USA vs. Canada,2006-03-05,Spencer Fisher,Sam Stout,raw_scorecards,,,,,,,,,,,,,Prelims,Sam Stout,Prelims,28-29 | 29-28 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night 4,2006-04-07,Keith Jardine,Stephan Bonnar,raw_scorecards,,,,,,,,,,,,,Main Card,Stephan Bonnar,Main Card,28-29 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night 4,2006-04-07,Sam Hoger,Rashad Evans,raw_scorecards,,,,,,,,,,,,,Main Card,Rashad Evans,Main Card,29-30 | 28-29 | 27-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night 4,2006-04-07,Josh Neer,Joe Stevenson,raw_scorecards,,,,,,,,,,,,,Main Card,Josh Neer,Main Card,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night 4,2006-04-07,Luigi Fioravanti,Chris Leben,raw_scorecards,,,,,,,,,,,,,Main Card,Chris Leben,Main Card,27-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night 4,2006-04-07,Luke Cummo,Jason Von Flue,raw_scorecards,,,,,,,,,,,,,Prelims,Luke Cummo,Prelims,30-27 | 30-27 | 30-26,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night 4,2006-04-07,Trevor Prangley,Chael Sonnen,raw_scorecards,,,,,,,,,,,,,Prelims,Chael Sonnen,Prelims,27-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 59: Reality Check,2006-04-16,Nick Diaz,Sean Sherk,raw_scorecards,,,,,,,,,,,,,Main Card,Sean Sherk,Main Card,27-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 59: Reality Check,2006-04-16,Forrest Griffin,Tito Ortiz,raw_scorecards,,,,,,,,,,,,,Main Card,Tito Ortiz,Main Card,29-28 | 27-29 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 59: Reality Check,2006-04-16,Marcio Cruz,Jeff Monson,raw_scorecards,,,,,,,,,,,,,Main Card,Jeff Monson,Main Card,27-30 | 29-28 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 60: Hughes vs. Gracie,2006-05-28,John Alessio,Diego Sanchez,raw_scorecards,,,,,,,,,,,,,Main Card,Diego Sanchez,Main Card,27-29 | 28-29 | 28-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
The Ultimate Fighter 3 Finale,2006-06-25,Kendall Grove,Ed Herman,raw_scorecards,,,,,,,,,,,,,Main Card,Kendall Grove,Main Card,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
The Ultimate Fighter 3 Finale,2006-06-25,Keith Jardine,Wilson Gouveia,raw_scorecards,,,,,,,,,,,,,Main Card,Keith Jardine,Main Card,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night 5,2006-06-29,Jonathan Goulet,Luke Cummo,raw_scorecards,,,,,,,,,,,,,Main Card,Jonathan Goulet,Main Card,30-27 | 29-29 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night 5,2006-06-29,Stephan Bonnar,Rashad Evans,raw_scorecards,,,,,,,,,,,,,Main Card,Rashad Evans,Main Card,27-29 | 28-29 | 29-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night 5,2006-06-29,Jorge Gurgel,Mark Hominick,raw_scorecards,,,,,,,,,,,,,Main Card,Mark Hominick,Main Card,28-29 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night 5,2006-06-29,Josh Koscheck,Dave Menne,raw_scorecards,,,,,,,,,,,,,Main Card,Josh Koscheck,Main Card,30-27 | 29-28 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 61: Bitter Rivals,2006-07-09,Andrei Arlovski,Tim Sylvia,raw_scorecards,,,,,,,,,,,,,Main Card,Tim Sylvia,Main Card,47-48 | 46-49 | 47-48,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 61: Bitter Rivals,2006-07-09,Joshua Burkman,Josh Neer,raw_scorecards,,,,,,,,,,,,,Main Card,Joshua Burkman,Main Card,29-28 | 30-27 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 61: Bitter Rivals,2006-07-09,Dan Christison,Frank Mir,raw_scorecards,,,,,,,,,,,,,Main Card,Frank Mir,Main Card,28-29 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night 6,2006-08-18,Diego Sanchez,Karo Parisyan,raw_scorecards,,,,,,,,,,,,,Main Card,Diego Sanchez,Main Card,29-28 | 29-28 | 30-26,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night 6,2006-08-18,Dean Lister,Yuki Sasaki,raw_scorecards,,,,,,,,,,,,,Main Card,Dean Lister,Main Card,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night 6,2006-08-18,Forrest Petz,Sammy Morgan,raw_scorecards,,,,,,,,,,,,,Prelims,Forrest Petz,Prelims,30-26 | 30-23 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 62: Liddell vs. Sobral,2006-08-27,Forrest Griffin,Stephan Bonnar,raw_scorecards,,,,,,,,,,,,,Main Card,Forrest Griffin,Main Card,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 62: Liddell vs. Sobral,2006-08-27,Alan Belcher,Yushin Okami,raw_scorecards,,,,,,,,,,,,,Prelims,Yushin Okami,Prelims,27-30 | 27-30 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 63: Hughes vs. Penn,2006-09-24,David Loiseau,Mike Swick,raw_scorecards,,,,,,,,,,,,,Main Card,Mike Swick,Main Card,28-29 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 63: Hughes vs. Penn,2006-09-24,Roger Huerta,Jason Dent,raw_scorecards,,,,,,,,,,,,,Prelims,Roger Huerta,Prelims,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 63: Hughes vs. Penn,2006-09-24,Jorge Gurgel,Danny Abbadi,raw_scorecards,,,,,,,,,,,,,Prelims,Jorge Gurgel,Prelims,29-29 | 29-28 | 28-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Ortiz vs. Shamrock 3: The Final Chapter,2006-10-11,Matt Hamill,Seth Petruzelli,raw_scorecards,,,,,,,,,,,,,Main Card,Matt Hamill,Main Card,29-28 | 30-27 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Ortiz vs. Shamrock 3: The Final Chapter,2006-10-11,Josh Haynes,Rory Singer,raw_scorecards,,,,,,,,,,,,,Prelims,Rory Singer,Prelims,28-0 | 28-0 | 28-0,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Ortiz vs. Shamrock 3: The Final Chapter,2006-10-11,John Alessio,Thiago Alves,raw_scorecards,,,,,,,,,,,,,Prelims,Thiago Alves,Prelims,27-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 64: Unstoppable,2006-10-15,Kenny Florian,Sean Sherk,raw_scorecards,,,,,,,,,,,,,Main Card,Sean Sherk,Main Card,46-50 | 46-49 | 45-49,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 64: Unstoppable,2006-10-15,Kuniyoshi Hironaka,Jon Fitch,raw_scorecards,,,,,,,,,,,,,Main Card,Jon Fitch,Main Card,25-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 64: Unstoppable,2006-10-15,Cheick Kongo,Carmelo Marrero,raw_scorecards,,,,,,,,,,,,,Main Card,Carmelo Marrero,Main Card,28-29 | 28-29 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
The Ultimate Fighter 4 Finale,2006-11-12,Chris Lytle,Matt Serra,raw_scorecards,,,,,,,,,,,,,Main Card,Matt Serra,Main Card,27-30 | 27-30 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
The Ultimate Fighter 4 Finale,2006-11-12,Martin Kampmann,Thales Leites,raw_scorecards,,,,,,,,,,,,,Prelims,Martin Kampmann,Prelims,29-27 | 29-27 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 65: Bad Intentions,2006-11-19,Jeff Monson,Tim Sylvia,raw_scorecards,,,,,,,,,,,,,Main Card,Tim Sylvia,Main Card,45-50 | 46-49 | 46-49,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 65: Bad Intentions,2006-11-19,Jake O'Brien,Josh Shockman,raw_scorecards,,,,,,,,,,,,,Prelims,Jake O'Brien,Prelims,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Sanchez vs. Riggs,2006-12-14,Jeff Joslin,Josh Koscheck,raw_scorecards,,,,,,,,,,,,,Main Card,Josh Koscheck,Main Card,27-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Sanchez vs. Riggs,2006-12-14,Drew Fickett,Karo Parisyan,raw_scorecards,,,,,,,,,,,,,Main Card,Karo Parisyan,Main Card,27-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Sanchez vs. Riggs,2006-12-14,Shonie Carter,Marcus Davis,raw_scorecards,,,,,,,,,,,,,Main Card,Marcus Davis,Main Card,26-30 | 28-29 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Sanchez vs. Riggs,2006-12-14,David Heath,Victor Valimaki,raw_scorecards,,,,,,,,,,,,,Prelims,David Heath,Prelims,29-28 | 28-29 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Sanchez vs. Riggs,2006-12-14,Brock Larson,Keita Nakamura,raw_scorecards,,,,,,,,,,,,,Prelims,Brock Larson,Prelims,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Sanchez vs. Riggs,2006-12-14,Steve Byrnes,Logan Clark,raw_scorecards,,,,,,,,,,,,,Prelims,Logan Clark,Prelims,27-30 | 28-29 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 66: Liddell vs. Ortiz 2,2006-12-31,Anthony Perosh,Christian Wellisch,raw_scorecards,,,,,,,,,,,,,Prelims,Christian Wellisch,Prelims,28-29 | 27-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Evans vs Salmon,2007-01-26,Jake O'Brien,Heath Herring,raw_scorecards,,,,,,,,,,,,,Main Card,Jake O'Brien,Main Card,30-27 | 29-28 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Evans vs Salmon,2007-01-26,Nate Marquardt,Dean Lister,raw_scorecards,,,,,,,,,,,,,Prelims,Nate Marquardt,Prelims,30-25 | 30-25 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Evans vs Salmon,2007-01-26,Joshua Burkman,Chad Reiner,raw_scorecards,,,,,,,,,,,,,Prelims,Joshua Burkman,Prelims,29-28 | 29-28 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Evans vs Salmon,2007-01-26,Din Thomas,Clay Guida,raw_scorecards,,,,,,,,,,,,,Prelims,Din Thomas,Prelims,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 67: All or Nothing,2007-02-04,Patrick Cote,Scott Smith,raw_scorecards,,,,,,,,,,,,,Main Card,Patrick Cote,Main Card,29-28 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 67: All or Nothing,2007-02-04,Frankie Edgar,Tyson Griffin,raw_scorecards,,,,,,,,,,,,,Prelims,Frankie Edgar,Prelims,29-28 | 30-27 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 67: All or Nothing,2007-02-04,Lyoto Machida,Sam Hoger,raw_scorecards,,,,,,,,,,,,,Prelims,Lyoto Machida,Prelims,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 67: All or Nothing,2007-02-04,Dustin Hazelett,Diego Saraiva,raw_scorecards,,,,,,,,,,,,,Prelims,Dustin Hazelett,Prelims,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 68: The Uprising,2007-03-04,Randy Couture,Tim Sylvia,raw_scorecards,,,,,,,,,,,,,Main Card,Randy Couture,Main Card,50-45 | 50-45 | 50-45,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
