fight_id,source_url,fighter,opponent,knockdowns,sig_str_landed,sig_str_attempted,total_str_landed,total_str_attempted,takedowns_landed,takedowns_attempted,submission_attempts,reversals,control_seconds,head_landed,body_landed,leg_landed,raw_kd,raw_str,raw_td,raw_sub
3105,,Beneil Dariush,Benoit Saint Denis,0.0,3.0,,,,0.0,,0.0,,,,,,0 1,3 3,0 0,0 0
3106,,Beneil Dariush,Renato Moicano,0.0,56.0,,,,5.0,,0.0,,,,,,0 1,56 31,5 0,0 0
3107,,Beneil Dariush,Arman Tsarukyan,0.0,2.0,,,,0.0,,0.0,,,,,,0 1,2 8,0 0,0 0
3108,,Beneil Dariush,Charles Oliveira,0.0,12.0,,,,0.0,,0.0,,,,,,0 1,12 26,0 0,0 0
3109,,Beneil Dariush,Mateusz Gamrot,1.0,59.0,,,,0.0,,0.0,,,,,,1 0,59 33,0 4,0 0
3110,,Beneil Dariush,Tony Ferguson,0.0,23.0,,,,3.0,,1.0,,,,,,0 0,23 15,3 0,1 1
3111,,Beneil Dariush,Diego Ferreira,0.0,62.0,,,,5.0,,0.0,,,,,,0 0,62 54,5 0,0 0
3112,,Beneil Dariush,Scott Holtzman,1.0,36.0,,,,0.0,,0.0,,,,,,1 0,36 9,0 0,0 0
3113,,Beneil Dariush,Drakkar Klose,1.0,12.0,,,,1.0,,2.0,,,,,,1 0,12 15,1 0,2 0
1919,,Beneil Dariush,Frank Camacho,0.0,13.0,,,,2.0,,1.0,,,,,,0 0,13 3,2 0,1 0
3114,,Beneil Dariush,Drew Dober,0.0,37.0,,,,2.0,,1.0,,,,,,0 0,37 31,2 0,1 0
3115,,Beneil Dariush,Thiago Moises,0.0,44.0,,,,4.0,,2.0,,,,,,0 0,44 8,4 0,2 4
3116,,Beneil Dariush,Alexander Hernandez,0.0,4.0,,,,0.0,,0.0,,,,,,0 1,4 8,0 0,0 0
3117,,Beneil Dariush,Evan Dunham,1.0,81.0,,,,0.0,,0.0,,,,,,1 0,81 36,0 1,0 0
555,,Beneil Dariush,Edson Barboza,0.0,51.0,,,,0.0,,0.0,,,,,,0 1,51 30,0 0,0 0
3118,,Beneil Dariush,Rashid Magomedov,0.0,60.0,,,,0.0,,0.0,,,,,,0 0,60 41,0 1,0 0
3119,,Beneil Dariush,James Vick,2.0,46.0,,,,0.0,,0.0,,,,,,2 0,46 9,0 0,0 0
2398,,Beneil Dariush,Michael Chiesa,0.0,27.0,,,,1.0,,0.0,,,,,,0 0,27 11,1 1,0 2
3120,,Beneil Dariush,Michael Johnson,0.0,75.0,,,,0.0,,0.0,,,,,,0 0,75 84,0 0,0 0
3121,,Beneil Dariush,Jim Miller,0.0,27.0,,,,2.0,,1.0,,,,,,0 0,27 11,2 0,1 3
2889,,Beneil Dariush,Daron Cruickshank,0.0,27.0,,,,1.0,,2.0,,,,,,0 0,27 17,1 0,2 0
3122,,Beneil Dariush,Diego Ferreira,0.0,32.0,,,,3.0,,0.0,,,,,,0 0,32 21,3 0,0 0
3123,,Beneil Dariush,Anthony Rocco Martin,0.0,26.0,,,,2.0,,1.0,,,,,,0 0,26 34,2 1,1 0
3124,,Beneil Dariush,Ramsey Nijem,0.0,9.0,,,,0.0,,0.0,,,,,,0 2,9 34,0 1,0 1
1433,,Beneil Dariush,Charlie Brenneman,1.0,9.0,,,,0.0,,1.0,,,,,,1 0,9 5,0 0,1 0
3125,,Sean Daugherty,Scott Morris,0.0,0.0,,,,0.0,,0.0,,,,,,0 0,0 1,0 1,0 1
3126,,Kyle Daukaus,Gerald Meerschaert,1.0,8.0,,,,0.0,,1.0,,,,,,1 0,8 0,0 0,1 0
3127,,Kyle Daukaus,Michel Pereira,1.0,5.0,,,,0.0,,0.0,,,,,,1 0,5 2,0 0,0 0
3128,,Kyle Daukaus,Eryk Anders,0.0,37.0,,,,0.0,,0.0,,,,,,0 1,37 49,0 1,0 0
3129,,Kyle Daukaus,Roman Dolidze,0.0,4.0,,,,0.0,,0.0,,,,,,0 2,4 8,0 0,0 0
3130,,Kyle Daukaus,Jamie Pickett,0.0,6.0,,,,3.0,,2.0,,,,,,0 0,6 5,3 0,2 0
3131,,Kyle Daukaus,Kevin Holland,0.0,9.0,,,,1.0,,3.0,,,,,,0 0,9 3,1 0,3 0
3132,,Kyle Daukaus,Phil Hawes,0.0,28.0,,,,0.0,,0.0,,,,,,0 0,28 66,0 2,0 1
3133,,Kyle Daukaus,Dustin Stoltzfus,0.0,64.0,,,,2.0,,1.0,,,,,,0 0,64 32,2 0,1 0
3134,,Kyle Daukaus,Brendan Allen,0.0,34.0,,,,3.0,,0.0,,,,,,0 1,34 41,3 0,0 0
3135,,Kyle Daukaus,Michael Lombardo,0.0,68.0,,,,2.0,,4.0,,,,,,0 0,68 24,2 1,4 0
3136,,Chris Daukaus,Khalil Rountree Jr.,0.0,8.0,,,,0.0,,0.0,,,,,,0 1,8 16,0 0,0 0
3137,,Chris Daukaus,Jairzinho Rozenstruik,0.0,1.0,,,,0.0,,0.0,,,,,,0 1,1 12,0 0,0 0
1126,,Chris Daukaus,Curtis Blaydes,0.0,13.0,,,,0.0,,0.0,,,,,,0 1,13 30,0 0,0 0
3138,,Chris Daukaus,Derrick Lewis,0.0,10.0,,,,0.0,,0.0,,,,,,0 1,10 14,0 0,0 0
3139,,Chris Daukaus,Shamil Abdurakhimov,2.0,38.0,,,,0.0,,0.0,,,,,,2 0,38 23,0 0,0 0
3140,,Chris Daukaus,Aleksei Oleinik,0.0,34.0,,,,0.0,,0.0,,,,,,0 0,34 5,0 0,0 0
3141,,Chris Daukaus,Rodrigo Nascimento,2.0,13.0,,,,0.0,,0.0,,,,,,2 0,13 1,0 0,0 0
3142,,Chris Daukaus,Parker Porter,2.0,37.0,,,,0.0,,0.0,,,,,,2 0,37 17,0 0,0 0
3143,,Brian Davidson,Russell Patrick,,,,,,,,,,,,,,-- --,-- --,-- --,-- --
3144,,Rick Davis,Melvin Guillard,0.0,5.0,,,,0.0,,0.0,,,,,,0 1,5 10,0 0,0 0
3145,,Marcus Davis,Jeremy Stephens,0.0,17.0,,,,2.0,,0.0,,,,,,0 1,17 25,2 0,0 2
3146,,Marcus Davis,Nate Diaz,1.0,52.0,,,,1.0,,0.0,,,,,,1 0,52 94,1 1,0 1
3147,,Marcus Davis,Jonathan Goulet,2.0,11.0,,,,0.0,,1.0,,,,,,2 0,11 5,0 4,1 0
3148,,Marcus Davis,Ben Saunders,0.0,8.0,,,,0.0,,0.0,,,,,,0 0,8 22,0 0,0 0
3149,,Marcus Davis,Dan Hardy,0.0,19.0,,,,2.0,,3.0,,,,,,0 1,19 28,2 1,3 0
3150,,Marcus Davis,Chris Lytle,0.0,59.0,,,,0.0,,0.0,,,,,,0 0,59 73,0 0,0 0
3151,,Marcus Davis,Paul Kelly,0.0,25.0,,,,1.0,,1.0,,,,,,0 0,25 3,1 1,1 1
3152,,Marcus Davis,Mike Swick,0.0,31.0,,,,3.0,,2.0,,,,,,0 0,31 32,3 2,2 1
3153,,Marcus Davis,Jess Liaudin,1.0,5.0,,,,0.0,,0.0,,,,,,1 0,5 4,0 0,0 0
3154,,Marcus Davis,Paul Taylor,0.0,24.0,,,,1.0,,1.0,,,,,,0 1,24 16,1 0,1 0
3155,,Marcus Davis,Jason Tan,1.0,9.0,,,,0.0,,0.0,,,,,,1 0,9 6,0 0,0 0
3156,,Marcus Davis,Pete Spratt,0.0,6.0,,,,3.0,,1.0,,,,,,0 0,6 7,3 0,1 0
2144,,Marcus Davis,Shonie Carter,1.0,54.0,,,,1.0,,2.0,,,,,,1 0,54 27,1 0,2 0
3157,,Marcus Davis,Forrest Petz,0.0,33.0,,,,0.0,,1.0,,,,,,0 0,33 5,0 0,1 0
3158,,Marcus Davis,Melvin Guillard,0.0,3.0,,,,0.0,,0.0,,,,,,0 0,3 19,0 3,0 1
288,,LC Davis,Raphael Assuncao,0.0,18.0,,,,0.0,,0.0,,,,,,0 0,18 47,0 4,0 0
3159,,LC Davis,Josh Grispi,0.0,2.0,,,,1.0,,0.0,,,,,,0 0,2 10,1 0,0 1
3160,,LC Davis,Deividas Taurosevicius,0.0,18.0,,,,1.0,,0.0,,,,,,0 0,18 24,1 1,0 0
3161,,LC Davis,Diego Nunes,0.0,51.0,,,,9.0,,0.0,,,,,,0 0,51 29,9 2,0 2
3162,,LC Davis,Javier Vazquez,0.0,34.0,,,,0.0,,0.0,,,,,,0 0,34 40,0 2,0 1
3163,,LC Davis,Bao Quach,,,,,,,,,,,,,,-- --,-- --,-- --,-- --
387,,Phil Davis,Ryan Bader,0.0,35.0,,,,0.0,,0.0,,,,,,0 0,35 26,0 1,0 0
3164,,Phil Davis,Glover Teixeira,0.0,49.0,,,,9.0,,0.0,,,,,,0 0,49 9,9 0,0 0
3165,,Phil Davis,Anthony Johnson,0.0,21.0,,,,0.0,,0.0,,,,,,0 0,21 45,0 0,0 0
3166,,Phil Davis,Lyoto Machida,0.0,21.0,,,,2.0,,0.0,,,,,,0 0,21 27,2 0,0 0
3167,,Phil Davis,Vinny Magalhaes,0.0,79.0,,,,0.0,,0.0,,,,,,0 0,79 29,0 1,0 0
3168,,Phil Davis,Wagner Prado,0.0,29.0,,,,5.0,,2.0,,,,,,0 0,29 2,5 0,2 0
3169,,Phil Davis,Wagner Prado,0.0,4.0,,,,0.0,,0.0,,,,,,0 0,4 2,0 0,0 0
3170,,Phil Davis,Rashad Evans,0.0,51.0,,,,2.0,,0.0,,,,,,0 0,51 62,2 3,0 0
3171,,Phil Davis,Rogerio Nogueira,0.0,42.0,,,,4.0,,0.0,,,,,,0 0,42 8,4 0,0 0
1190,,Phil Davis,Tim Boetsch,0.0,33.0,,,,2.0,,2.0,,,,,,0 0,33 7,2 0,2 1
3172,,Phil Davis,Rodney Wallace,0.0,59.0,,,,3.0,,0.0,,,,,,0 0,59 2,3 0,0 0
3173,,Phil Davis,Alexander Gustafsson,0.0,14.0,,,,1.0,,1.0,,,,,,0 0,14 0,1 0,1 0
3174,,Phil Davis,Brian Stann,0.0,48.0,,,,3.0,,1.0,,,,,,0 0,48 5,3 0,1 0
3175,,Lemont Davis,Dillon Smith,,,,,,,,,,,,,,-- --,-- --,-- --,-- --
3176,,Lemont Davis,Brian Schwartz,,,,,,,,,,,,,,-- --,-- --,-- --,-- --
3177,,Lemont Davis,Brian Schwartz,0.0,13.0,,,,1.0,,1.0,,,,,,0 0,13 19,1 0,1 1
3178,,Mike Davis,OJ Dominguez,,,,,,,,,,,,,,-- --,-- --,-- --,-- --
3179,,Justin Davis,Dennis Hallman,,,,,,,,,,,,,,-- --,-- --,-- --,-- --
3180,,Alexis Davis,Julija Stoliarenko,0.0,85.0,,,,1.0,,0.0,,,,,,0 0,85 56,1 0,0 3
3181,,Alexis Davis,Pannie Kianzad,0.0,132.0,,,,1.0,,0.0,,,,,,0 0,132 124,1 0,0 0
3182,,Alexis Davis,Sabina Mazo,0.0,49.0,,,,3.0,,0.0,,,,,,0 0,49 64,3 0,0 0
116,,Alexis Davis,Viviane Araujo,0.0,68.0,,,,0.0,,0.0,,,,,,0 0,68 67,0 2,0 0
3183,,Alexis Davis,Jennifer Maia,0.0,72.0,,,,1.0,,0.0,,,,,,0 0,72 60,1 0,0 0
2281,,Alexis Davis,Katlyn Cerminara,0.0,70.0,,,,1.0,,0.0,,,,,,0 0,70 62,1 0,0 0
2102,,Alexis Davis,Liz Carmouche,0.0,23.0,,,,1.0,,2.0,,,,,,0 0,23 49,1 4,2 0
3077,,Alexis Davis,Cindy Dandois,0.0,51.0,,,,0.0,,2.0,,,,,,0 0,51 47,0 5,2 0
3184,,Alexis Davis,Sara McMann,0.0,21.0,,,,0.0,,1.0,,,,,,0 0,21 14,0 2,1 1
3185,,Alexis Davis,Sarah Kaufman,0.0,34.0,,,,1.0,,1.0,,,,,,0 0,34 65,1 0,1 0
3186,,Alexis Davis,Jessica Eye,0.0,53.0,,,,2.0,,0.0,,,,,,0 0,53 47,2 0,0 0
2106,,Alexis Davis,Liz Carmouche,0.0,50.0,,,,1.0,,0.0,,,,,,0 0,50 43,1 1,0 0
3187,,Alexis Davis,Rosi Sexton,0.0,44.0,,,,0.0,,3.0,,,,,,0 0,44 34,0 1,3 0
3188,,Alexis Davis,Sarah Kaufman,0.0,139.0,,,,1.0,,0.0,,,,,,0 0,139 135,1 0,0 0
3189,,Alexis Davis,Amanda Nunes,0.0,61.0,,,,0.0,,0.0,,,,,,0 0,61 36,0 1,0 0
3190,,Alexis Davis,Julie Kedzie,,,,,,,,,,,,,,-- --,-- --,-- --,-- --
3191,,Danny Davis,Quinn Mulhern,,,,,,,,,,,,,,-- --,-- --,-- --,-- --
3192,,Brandon Davis,Mana Martinez,0.0,76.0,,,,1.0,,0.0,,,,,,0 2,76 87,1 1,0 0
3074,,Brandon Davis,Batgerel Danaa,0.0,7.0,,,,0.0,,0.0,,,,,,0 1,7 22,0 0,0 0
2415,,Brandon Davis,Giga Chikadze,0.0,34.0,,,,3.0,,0.0,,,,,,0 0,34 59,3 1,0 0
3193,,Brandon Davis,Kyung Ho Kang,0.0,77.0,,,,1.0,,0.0,,,,,,0 1,77 50,1 3,0 0
2763,,Brandon Davis,Randy Costa,0.0,35.0,,,,0.0,,1.0,,,,,,0 0,35 46,0 0,1 0
3194,,Brandon Davis,Zabit Magomedsharipov,0.0,27.0,,,,0.0,,0.0,,,,,,0 0,27 38,0 6,0 1
708,,Brandon Davis,Enrique Barzola,0.0,29.0,,,,0.0,,0.0,,,,,,0 0,29 51,0 10,0 1
3195,,Brandon Davis,Steven Peterson,0.0,114.0,,,,0.0,,0.0,,,,,,0 0,114 73,0 1,0 0
1167,,Brandon Davis,Kyle Bochniak,0.0,38.0,,,,1.0,,0.0,,,,,,0 0,38 33,1 3,0 0
194,,Brandon Davis,Austin Arnett,0.0,134.0,,,,0.0,,0.0,,,,,,0 0,134 105,0 0,0 1
3196,,Mike Davis,Mitch Ramirez,1.0,47.0,,,,1.0,,2.0,,,,,,1 0,47 51,1 0,2 0
3197,,Mike Davis,Fares Ziam,0.0,20.0,,,,1.0,,1.0,,,,,,0 0,20 35,1 4,1 0
3198,,Mike Davis,Natan Levy,1.0,3.0,,,,0.0,,1.0,,,,,,1 0,3 8,0 1,1 0
1289,,Mike Davis,Viacheslav Borshchev,0.0,65.0,,,,9.0,,1.0,,,,,,0 0,65 63,9 0,1 0
3199,,Mike Davis,Mason Jones,0.0,108.0,,,,3.0,,0.0,,,,,,0 0,108 117,3 1,0 0
3200,,Mike Davis,Thomas Gifford,2.0,139.0,,,,2.0,,0.0,,,,,,2 0,139 88,2 0,0 0
1784,,Mike Davis,Gilbert Burns,0.0,13.0,,,,0.0,,0.0,,,,,,0 0,13 49,0 3,0 1
3201,,Mike Davis,Sodiq Yusuff,0.0,77.0,,,,0.0,,0.0,,,,,,0 1,77 111,0 0,0 0
3202,,Hakeem Dawodu,Cub Swanson,0.0,95.0,,,,0.0,,0.0,,,,,,0 0,95 77,0 1,0 0
3203,,Hakeem Dawodu,Julian Erosa,0.0,74.0,,,,0.0,,0.0,,,,,,0 0,74 92,0 2,0 0
3204,,Hakeem Dawodu,Michael Trizano,0.0,141.0,,,,0.0,,0.0,,,,,,0 0,141 70,0 1,0 0
3205,,Hakeem Dawodu,Movsar Evloev,0.0,39.0,,,,0.0,,0.0,,,,,,0 0,39 42,0 9,0 2
3206,,Hakeem Dawodu,Zubaira Tukhugov,0.0,69.0,,,,0.0,,0.0,,,,,,0 0,69 35,0 1,0 0
123,,Hakeem Dawodu,Julio Arce,0.0,55.0,,,,0.0,,0.0,,,,,,0 0,55 32,0 1,0 0
3207,,Hakeem Dawodu,Yoshinori Horie,1.0,80.0,,,,0.0,,0.0,,,,,,1 0,80 39,0 0,0 0
1165,,Hakeem Dawodu,Kyle Bochniak,0.0,103.0,,,,0.0,,0.0,,,,,,0 0,103 42,0 2,0 0
192,,Hakeem Dawodu,Austin Arnett,0.0,75.0,,,,0.0,,0.0,,,,,,0 0,75 23,0 0,0 0
3208,,Hakeem Dawodu,Danny Henry,0.0,3.0,,,,0.0,,0.0,,,,,,0 1,3 2,0 0,0 1
3209,,Grant Dawson,Manuel Torres,0.0,8.0,,,,0.0,,0.0,,,,,,0 1,8 9,0 0,0 0
3210,,Grant Dawson,Diego Ferreira,0.0,56.0,,,,6.0,,0.0,,,,,,0 0,56 41,6 0,0 0
3211,,Grant Dawson,Rafa Garcia,0.0,44.0,,,,2.0,,0.0,,,,,,0 0,44 5,2 0,0 0
3212,,Grant Dawson,Joe Solecki,0.0,46.0,,,,3.0,,0.0,,,,,,0 0,46 12,3 0,0 1
3213,,Grant Dawson,King Green,0.0,0.0,,,,0.0,,0.0,,,,,,0 1,0 7,0 0,0 0
3214,,Grant Dawson,Damir Ismagulov,0.0,30.0,,,,3.0,,1.0,,,,,,0 0,30 13,3 0,1 0
3215,,Grant Dawson,Mark Madsen,1.0,33.0,,,,2.0,,2.0,,,,,,1 0,33 15,2 0,2 0
3216,,Grant Dawson,Jared Gordon,0.0,54.0,,,,7.0,,2.0,,,,,,0 0,54 77,7 0,2 0
3217,,Grant Dawson,Ricky Glenn,0.0,24.0,,,,3.0,,0.0,,,,,,0 0,24 28,3 0,0 1
3218,,Grant Dawson,Leonardo Santos,0.0,46.0,,,,1.0,,0.0,,,,,,0 0,46 30,1 1,0 0
3219,,Grant Dawson,Nad Narimani,0.0,53.0,,,,2.0,,1.0,,,,,,0 0,53 31,2 0,1 0
3220,,Grant Dawson,Darrick Minner,0.0,15.0,,,,2.0,,2.0,,,,,,0 0,15 4,2 1,2 2
3221,,Grant Dawson,Michael Trizano,0.0,27.0,,,,3.0,,1.0,,,,,,0 0,27 20,3 0,1 0
3222,,Grant Dawson,Julian Erosa,0.0,57.0,,,,6.0,,1.0,,,,,,0 0,57 49,6 0,1 1
3223,,Grant Dawson,Adrian Diaz,0.0,24.0,,,,1.0,,2.0,,,,,,0 0,24 3,1 1,2 0
3224,,Jason Day,Kendall Grove,0.0,6.0,,,,0.0,,0.0,,,,,,0 1,6 10,0 0,0 0
1050,,Jason Day,Michael Bisping,0.0,7.0,,,,0.0,,0.0,,,,,,0 0,7 25,0 2,0 0
824,,Jason Day,Alan Belcher,0.0,29.0,,,,0.0,,0.0,,,,,,0 0,29 3,0 1,0 0
2789,,Jason Day,Patrick Cote,0.0,6.0,,,,1.0,,0.0,,,,,,0 0,6 8,1 1,0 0
3225,,Martin Day,Timur Valiev,0.0,8.0,,,,0.0,,0.0,,,,,,0 0,8 55,0 4,0 0
3226,,Martin Day,Anderson Dos Santos,0.0,9.0,,,,1.0,,0.0,,,,,,0 0,9 11,1 1,0 1
3227,,Martin Day,Davey Grant,1.0,62.0,,,,0.0,,0.0,,,,,,1 1,62 74,0 2,0 1
3228,,Martin Day,Pingyuan Liu,1.0,100.0,,,,1.0,,2.0,,,,,,1 1,100 55,1 0,2 2
3229,,Martin Day,Jaime Alvarez,0.0,68.0,,,,1.0,,0.0,,,,,,0 0,68 41,1 1,0 0
3230,,Angel De Anda,Daniel Spohn,1.0,18.0,,,,0.0,,0.0,,,,,,1 0,18 20,0 0,0 1
3081,,Yorgan De Castro,Jarjis Danho,0.0,2.0,,,,0.0,,0.0,,,,,,0 1,2 10,0 0,0 0
3231,,Yorgan De Castro,Carlos Felipe,0.0,48.0,,,,0.0,,0.0,,,,,,0 0,48 78,0 0,0 0
3232,,Yorgan De Castro,Greg Hardy,0.0,24.0,,,,0.0,,0.0,,,,,,0 0,24 55,0 0,0 0
3233,,Yorgan De Castro,Justin Tafa,1.0,4.0,,,,0.0,,0.0,,,,,,1 0,4 6,0 0,0 0
3234,,Yorgan De Castro,Sanford Alton Meeks,1.0,19.0,,,,0.0,,0.0,,,,,,1 0,19 3,0 2,0 0
3235,,Geraldo de Freitas,Tony Gravely,0.0,76.0,,,,1.0,,0.0,,,,,,0 0,76 49,1 7,0 0
3236,,Geraldo de Freitas,Chris Gutierrez,0.0,40.0,,,,2.0,,0.0,,,,,,0 0,40 48,2 1,0 0
2583,,Geraldo de Freitas,Felipe Colares,0.0,49.0,,,,6.0,,0.0,,,,,,0 0,49 21,6 3,0 0
3237,,Philip De Fries,Matt Mitrione,0.0,0.0,,,,0.0,,0.0,,,,,,0 0,0 7,0 0,0 0
3238,,Philip De Fries,Todd Duffee,0.0,7.0,,,,1.0,,0.0,,,,,,0 1,7 20,1 0,0 0
3239,,Philip De Fries,Oli Thompson,1.0,35.0,,,,2.0,,1.0,,,,,,1 0,35 18,2 0,1 0
3240,,Philip De Fries,Stipe Miocic,0.0,7.0,,,,0.0,,0.0,,,,,,0 1,7 8,0 0,0 0
1496,,Philip De Fries,Rob Broughton,0.0,14.0,,,,3.0,,0.0,,,,,,0 0,14 29,3 0,0 2
3241,,Chris de la Rocha,Juan Adams,0.0,41.0,,,,1.0,,0.0,,,,,,0 0,41 86,1 2,0 0
2800,,Chris de la Rocha,Rashad Coulter,0.0,40.0,,,,3.0,,2.0,,,,,,0 0,40 30,3 0,2 0
3242,,Chris de la Rocha,Adam Milstead,0.0,39.0,,,,0.0,,0.0,,,,,,0 0,39 58,0 0,0 0
3243,,Chris de la Rocha,Daniel Omielanczuk,0.0,1.0,,,,0.0,,0.0,,,,,,0 1,1 15,0 0,0 0
3244,,Montana De La Rosa,Andrea Lee,0.0,70.0,,,,3.0,,1.0,,,,,,0 0,70 75,3 0,1 0
3245,,Montana De La Rosa,JJ Aldrich,0.0,67.0,,,,0.0,,0.0,,,,,,0 0,67 65,0 0,0 0
3246,,Montana De La Rosa,Tatiana Suarez,0.0,5.0,,,,0.0,,0.0,,,,,,0 0,5 10,0 2,0 1
506,,Montana De La Rosa,Maycee Barber,0.0,14.0,,,,1.0,,0.0,,,,,,0 0,14 50,1 1,0 0
3025,,Montana De La Rosa,Ariane da Silva,0.0,29.0,,,,2.0,,0.0,,,,,,0 0,29 11,2 0,0 0
1700,,Montana De La Rosa,Mayra Bueno Silva,0.0,30.0,,,,3.0,,0.0,,,,,,0 0,30 52,3 0,0 1
114,,Montana De La Rosa,Viviane Araujo,0.0,85.0,,,,1.0,,0.0,,,,,,0 0,85 82,1 0,0 0
3247,,Montana De La Rosa,Mara Romero Borella,1.0,27.0,,,,1.0,,1.0,,,,,,1 0,27 23,1 1,1 0
3248,,Montana De La Rosa,Andrea Lee,0.0,14.0,,,,5.0,,1.0,,,,,,0 0,14 73,5 1,1 0
3249,,Montana De La Rosa,Nadia Kassem,0.0,21.0,,,,2.0,,3.0,,,,,,0 0,21 5,2 0,3 0
3250,,Montana De La Rosa,Rachael Ostovich,0.0,56.0,,,,0.0,,1.0,,,,,,0 0,56 40,0 0,1 1
3251,,Montana De La Rosa,Christina Marks,0.0,6.0,,,,0.0,,1.0,,,,,,0 0,6 10,0 1,1 0
3252,,Mark De La Rosa,Jordan Espinosa,0.0,37.0,,,,0.0,,0.0,,,,,,0 0,37 126,0 2,0 0
3253,,Mark De La Rosa,Raulian Paiva,0.0,45.0,,,,0.0,,0.0,,,,,,0 1,45 54,0 0,0 0
3254,,Mark De La Rosa,Kai Kara-France,0.0,60.0,,,,1.0,,0.0,,,,,,0 1,60 91,1 1,0 0
3255,,Mark De La Rosa,Alex Perez,0.0,26.0,,,,0.0,,0.0,,,,,,0 0,26 60,0 2,0 0
3256,,Mark De La Rosa,Joby Sanchez,0.0,66.0,,,,0.0,,0.0,,,,,,0 0,66 55,0 0,0 0
3257,,Mark De La Rosa,Elias Garcia,0.0,25.0,,,,2.0,,1.0,,,,,,0 0,25 19,2 0,1 0
3258,,Mark De La Rosa,Tim Elliott,0.0,2.0,,,,0.0,,0.0,,,,,,0 0,2 12,0 1,0 2
3259,,Mike de la Torre,Myles Jury,0.0,0.0,,,,0.0,,0.0,,,,,,0 0,0 36,0 1,0 0
3260,,Mike de la Torre,Godofredo Pepey,0.0,6.0,,,,0.0,,0.0,,,,,,0 0,6 24,0 1,0 2
3261,,Mike de la Torre,Yui Chul Nam,0.0,47.0,,,,0.0,,0.0,,,,,,0 0,47 53,0 1,0 0
1116,,Mike de la Torre,Maximo Blanco,0.0,1.0,,,,0.0,,0.0,,,,,,0 1,1 4,0 0,0 0
3262,,Mike de la Torre,Tiago dos Santos e Silva,1.0,16.0,,,,0.0,,0.0,,,,,,1 0,16 7,0 0,0 0
3263,,Mike de la Torre,Brian Ortega,0.0,6.0,,,,0.0,,0.0,,,,,,0 0,6 3,0 1,0 2
1152,,Mike de la Torre,Mark Bocek,0.0,57.0,,,,1.0,,0.0,,,,,,0 0,57 70,1 3,0 0
3264,,Rodrigo de Lima,Efrain Escudero,0.0,24.0,,,,3.0,,0.0,,,,,,0 1,24 94,3 2,0 0
3265,,Rodrigo de Lima,Neil Magny,0.0,5.0,,,,1.0,,2.0,,,,,,0 1,5 30,1 2,2 0
2963,,Edilberto de Oliveira,Luke Cummo,0.0,5.0,,,,0.0,,0.0,,,,,,0 1,5 6,0 0,0 0
3266,,Edilberto de Oliveira,Paul Taylor,0.0,46.0,,,,0.0,,0.0,,,,,,0 1,46 78,0 0,0 0
3267,,Johil de Oliveira,Antonio Schembri,0.0,5.0,,,,0.0,,0.0,,,,,,0 0,5 6,0 2,0 1
3268,,Johil de Oliveira,Carlos Newton,0.0,9.0,,,,2.0,,1.0,,,,,,0 0,9 14,2 3,1 1
3269,,Jorge de Oliveira,Christos Giagos,0.0,0.0,,,,0.0,,0.0,,,,,,0 0,0 18,0 1,0 1
3270,,Jorge de Oliveira,Dhiego Lima,0.0,23.0,,,,0.0,,0.0,,,,,,0 0,23 70,0 6,0 4
3271,,Jair De Oliveira,Rafael Tobias,0.0,15.0,,,,0.0,,0.0,,,,,,0 0,15 13,0 1,0 1
3027,,Isabela de Padua,Ariane da Silva,0.0,15.0,,,,2.0,,1.0,,,,,,0 1,15 31,2 0,1 1
3272,,Gloria de Paula,Maria Oliveira,0.0,105.0,,,,2.0,,0.0,,,,,,0 0,105 96,2 2,0 0
811,,Gloria de Paula,Diana Belbita,0.0,88.0,,,,1.0,,0.0,,,,,,0 0,88 87,1 0,0 0
3273,,Gloria de Paula,Cheyanne Vlismas,0.0,5.0,,,,0.0,,0.0,,,,,,0 1,5 11,0 1,0 0
3274,,Gloria de Paula,Jinh Yu Frey,0.0,31.0,,,,0.0,,0.0,,,,,,0 0,31 24,0 2,0 2
3275,,Gloria de Paula,Pauline Macias,0.0,69.0,,,,0.0,,2.0,,,,,,0 0,69 12,0 2,2 0
3276,,Germaine de Randamie,Norma Dumont,0.0,16.0,,,,0.0,,0.0,,,,,,0 0,16 11,0 6,0 0
3277,,Germaine de Randamie,Julianna Pena,0.0,37.0,,,,0.0,,2.0,,,,,,0 0,37 27,0 3,2 0
3278,,Germaine de Randamie,Aspen Ladd,1.0,4.0,,,,0.0,,0.0,,,,,,1 0,4 0,0 0,0 0
3279,,Germaine de Randamie,Raquel Pennington,0.0,42.0,,,,0.0,,0.0,,,,,,0 0,42 24,0 0,0 0
3280,,Germaine de Randamie,Anna Elmose,1.0,18.0,,,,0.0,,0.0,,,,,,1 0,18 6,0 0,0 0
3281,,Germaine de Randamie,Larissa Pacheco,0.0,29.0,,,,0.0,,0.0,,,,,,0 0,29 8,0 0,0 0
3282,,Germaine de Randamie,Amanda Nunes,0.0,1.0,,,,0.0,,0.0,,,,,,0 0,1 14,0 1,0 0
3283,,Germaine de Randamie,Julie Kedzie,0.0,50.0,,,,0.0,,0.0,,,,,,0 0,50 28,0 2,0 0
3284,,Germaine de Randamie,Hiroko Yamanaka,0.0,42.0,,,,0.0,,0.0,,,,,,0 0,42 32,0 0,0 0
1679,,Germaine de Randamie,Julia Budd,0.0,29.0,,,,0.0,,0.0,,,,,,0 0,29 6,0 6,0 0
